temp_max_C,precip_mm,day_of_week,month,wind_speed_max_m_s,Complaint_Count,year,relative_humidity_2m_mean,weather_label,Complaint_Count_diff1
41.0,0.1,4,6,16.6,10,2022,47,1,
41.0,0.2,5,6,25.3,12,2022,42,1,2.0
39.8,0.0,6,6,16.7,5,2022,45,3,-7.0
40.2,0.0,0,6,13.3,15,2022,45,3,10.0
39.2,8.6,1,6,19.0,16,2022,52,0,1.0
35.6,6.0,2,6,17.4,15,2022,66,2,-1.0
36.8,0.6,3,6,15.3,11,2022,68,1,-4.0
34.3,23.2,4,6,15.2,13,2022,78,0,2.0
31.5,11.2,5,6,15.0,26,2022,84,0,13.0
32.7,14.8,6,6,20.6,19,2022,88,0,-7.0
32.0,11.7,0,6,16.2,20,2022,87,0,1.0
32.0,16.0,1,6,10.4,14,2022,82,0,-6.0
32.5,9.9,2,6,12.9,11,2022,80,0,-3.0
31.7,9.0,3,6,11.9,7,2022,83,0,-4.0
30.1,19.6,4,6,18.9,12,2022,84,0,5.0
30.9,14.5,5,6,10.7,8,2022,86,0,-4.0
32.2,4.1,6,6,13.1,11,2022,80,2,3.0
33.0,0.5,0,6,12.0,9,2022,77,1,-2.0
33.5,1.7,1,6,12.1,5,2022,75,1,-4.0
33.7,3.9,2,6,13.8,5,2022,79,2,0.0
31.2,9.1,3,6,10.5,5,2022,84,0,0.0
31.0,14.0,4,7,10.3,7,2022,86,0,2.0
32.1,16.0,5,7,9.9,7,2022,85,0,0.0
29.6,25.7,6,7,10.7,6,2022,91,0,-1.0
30.3,20.9,0,7,9.4,9,2022,89,0,3.0
30.2,21.9,1,7,7.4,9,2022,88,0,0.0
31.8,28.1,2,7,10.7,11,2022,87,0,2.0
32.3,9.1,3,7,14.0,5,2022,85,0,-6.0
32.3,12.2,4,7,16.2,3,2022,85,0,-2.0
31.0,7.9,5,7,18.9,9,2022,83,0,6.0
32.2,3.2,6,7,13.0,16,2022,84,2,7.0
31.7,5.7,0,7,12.2,6,2022,84,2,-10.0
30.4,16.6,1,7,15.6,11,2022,86,0,5.0
31.2,29.5,2,7,14.9,11,2022,87,0,0.0
28.4,54.5,3,7,14.4,12,2022,91,4,1.0
30.2,21.3,4,7,10.1,14,2022,89,0,2.0
31.2,19.6,5,7,11.9,12,2022,88,0,-2.0
31.3,26.7,6,7,25.7,13,2022,85,0,1.0
31.4,5.0,0,7,13.0,12,2022,85,2,-1.0
31.1,1.4,1,7,18.8,8,2022,79,1,-4.0
30.7,0.2,2,7,15.3,8,2022,79,1,0.0
31.0,6.7,3,7,10.7,9,2022,85,2,1.0
30.3,21.1,4,7,7.2,10,2022,91,0,1.0
30.3,7.5,5,7,9.5,12,2022,88,2,2.0
29.3,22.6,6,7,9.2,12,2022,90,0,0.0
29.7,32.5,0,7,10.5,11,2022,88,0,-1.0
31.2,19.5,1,7,11.5,7,2022,84,0,-4.0
32.0,0.6,2,7,7.0,3,2022,82,1,-4.0
31.0,8.4,3,7,11.0,12,2022,87,0,9.0
30.9,9.3,4,7,10.3,8,2022,88,0,-4.0
32.7,2.6,5,7,9.3,6,2022,85,1,-2.0
32.3,4.9,6,7,11.2,13,2022,86,2,7.0
32.3,2.5,0,8,11.5,11,2022,85,1,-2.0
32.2,10.9,1,8,7.4,7,2022,87,0,-4.0
31.5,5.9,2,8,14.8,17,2022,85,2,10.0
32.9,0.3,3,8,13.2,5,2022,78,1,-12.0
32.7,1.2,4,8,9.0,13,2022,78,1,8.0
31.6,5.3,5,8,8.4,8,2022,86,2,-5.0
30.6,26.1,6,8,15.5,7,2022,89,0,-1.0
28.5,20.8,1,8,14.8,9,2022,89,0,2.0
27.9,50.6,2,8,20.6,10,2022,90,4,1.0
28.3,17.0,3,8,17.6,7,2022,90,0,-3.0
29.2,26.6,4,8,16.3,4,2022,92,0,-3.0
27.7,23.9,5,8,17.1,4,2022,91,0,0.0
26.9,60.5,6,8,16.9,10,2022,94,4,6.0
27.9,51.2,0,8,23.8,13,2022,87,4,3.0
31.5,0.1,1,8,13.4,5,2022,81,1,-8.0
32.2,1.1,2,8,11.6,2,2022,82,1,-3.0
31.7,12.5,3,8,15.8,6,2022,85,0,4.0
28.7,49.7,4,8,12.4,11,2022,92,4,5.0
27.0,41.8,5,8,20.8,14,2022,92,4,3.0
30.1,11.1,6,8,19.2,7,2022,87,0,-7.0
31.9,4.1,0,8,14.6,8,2022,82,2,1.0
32.1,0.4,1,8,8.4,9,2022,82,1,1.0
29.9,14.6,2,8,9.4,5,2022,87,0,-4.0
30.6,3.6,3,8,9.7,7,2022,86,2,2.0
32.1,0.6,4,8,7.9,3,2022,82,1,-4.0
32.7,1.5,5,8,9.1,8,2022,84,1,5.0
30.4,5.4,6,8,7.2,8,2022,89,2,0.0
32.6,1.7,0,8,10.8,13,2022,84,1,5.0
33.7,0.0,1,8,7.1,13,2022,77,3,0.0
32.4,5.4,2,8,12.2,7,2022,82,2,-6.0
32.5,4.7,3,9,7.1,4,2022,84,2,-3.0
32.0,0.7,4,9,9.6,5,2022,85,1,1.0
31.1,14.2,5,9,10.8,7,2022,87,0,2.0
31.3,8.6,6,9,11.2,6,2022,88,0,-1.0
31.5,2.6,0,9,8.7,6,2022,85,1,0.0
32.2,3.3,1,9,8.0,4,2022,86,2,-2.0
31.0,7.1,2,9,6.3,8,2022,86,2,4.0
32.4,7.6,3,9,16.8,7,2022,84,0,-1.0
32.5,1.5,4,9,15.7,6,2022,81,1,-1.0
32.0,4.2,5,9,16.3,3,2022,84,2,-3.0
29.9,20.8,6,9,17.6,9,2022,86,0,6.0
31.2,23.5,0,9,19.8,4,2022,88,0,-5.0
29.7,24.8,1,9,12.9,4,2022,90,0,0.0
30.9,9.3,2,9,16.2,8,2022,87,0,4.0
31.2,2.7,3,9,14.8,2,2022,81,1,-6.0
31.2,7.9,4,9,15.6,6,2022,84,0,4.0
30.8,5.6,5,9,11.9,9,2022,85,2,3.0
29.8,11.8,6,9,9.5,7,2022,89,0,-2.0
30.4,25.9,0,9,10.0,12,2022,90,0,5.0
28.9,21.4,1,9,7.8,7,2022,91,0,-5.0
30.3,30.5,2,9,10.9,9,2022,88,0,2.0
30.3,12.3,3,9,11.1,10,2022,89,0,1.0
29.1,3.7,4,9,11.1,6,2022,89,2,-4.0
31.4,1.9,5,9,9.9,7,2022,82,1,1.0
31.6,0.8,6,9,12.5,7,2022,79,1,0.0
30.8,9.1,0,9,6.9,8,2022,86,0,1.0
30.5,4.2,1,9,13.5,8,2022,90,2,0.0
31.1,4.8,2,9,12.6,6,2022,88,2,-2.0
30.8,7.3,3,9,7.1,12,2022,89,2,6.0
31.3,1.0,4,9,10.2,5,2022,86,1,-7.0
31.6,1.1,5,10,7.7,5,2022,85,1,0.0
31.5,10.9,6,10,15.9,7,2022,87,0,2.0
30.8,18.9,0,10,9.2,9,2022,89,0,2.0
28.0,7.7,1,10,14.1,4,2022,92,0,-5.0
30.6,5.4,2,10,17.4,3,2022,84,2,-1.0
29.6,6.5,3,10,19.9,5,2022,84,2,2.0
30.1,5.1,4,10,14.9,3,2022,85,2,-2.0
30.7,2.6,5,10,10.5,6,2022,86,1,3.0
30.7,5.9,0,10,11.0,4,2022,88,2,-2.0
30.0,5.7,1,10,7.9,7,2022,90,2,3.0
29.4,13.0,2,10,9.4,6,2022,89,0,-1.0
29.6,2.4,3,10,5.5,9,2022,88,1,3.0
29.7,7.9,4,10,11.3,7,2022,90,0,-2.0
30.5,0.7,5,10,6.6,12,2022,86,1,5.0
30.1,0.9,6,10,6.6,5,2022,86,1,-7.0
30.3,8.1,0,10,7.6,7,2022,88,0,2.0
29.5,2.6,1,10,10.1,5,2022,89,1,-2.0
30.2,0.2,2,10,7.9,6,2022,84,1,1.0
30.5,0.0,3,10,9.6,5,2022,76,3,-1.0
30.0,0.0,4,10,10.0,8,2022,69,3,3.0
30.0,0.0,5,10,11.2,3,2022,73,3,-5.0
29.8,0.0,1,10,5.8,2,2022,72,3,-1.0
29.7,0.0,2,10,9.1,7,2022,73,3,5.0
29.3,0.0,4,10,8.5,4,2022,64,3,-3.0
29.2,0.0,5,10,10.4,2,2022,65,3,-2.0
28.6,0.0,6,10,11.2,2,2022,64,3,0.0
29.3,0.0,0,10,8.4,4,2022,71,3,2.0
29.7,0.0,1,11,7.3,5,2022,69,3,1.0
28.9,0.0,2,11,7.4,2,2022,76,3,-3.0
29.7,0.0,3,11,8.9,5,2022,70,3,3.0
30.0,0.0,4,11,9.3,3,2022,63,3,-2.0
29.8,0.0,5,11,8.1,4,2022,66,3,1.0
29.8,0.0,6,11,8.7,2,2022,68,3,-2.0
29.5,0.0,1,11,7.8,3,2022,74,3,1.0
28.5,0.1,2,11,7.7,5,2022,75,1,2.0
29.2,0.0,3,11,11.3,8,2022,71,3,3.0
29.3,0.0,4,11,8.2,7,2022,71,3,-1.0
29.0,0.0,5,11,9.2,7,2022,70,3,0.0
28.2,0.0,6,11,8.9,6,2022,67,3,-1.0
28.0,0.0,0,11,9.2,6,2022,65,3,0.0
27.4,0.0,1,11,9.4,10,2022,69,3,4.0
27.7,0.0,2,11,11.4,4,2022,73,3,-6.0
28.8,0.0,3,11,10.5,3,2022,67,3,-1.0
28.2,0.0,4,11,10.6,6,2022,62,3,3.0
26.8,0.0,5,11,10.4,10,2022,64,3,4.0
26.9,0.0,6,11,11.2,3,2022,67,3,-7.0
27.8,0.0,0,11,9.0,5,2022,67,3,2.0
28.7,0.0,1,11,8.5,3,2022,71,3,-2.0
28.3,0.0,2,11,8.8,12,2022,72,3,9.0
27.6,0.0,3,11,9.0,2,2022,71,3,-10.0
27.4,0.0,4,11,10.1,9,2022,68,3,7.0
26.6,0.0,6,11,10.3,5,2022,62,3,-4.0
27.0,0.0,0,11,9.5,5,2022,65,3,0.0
28.0,0.0,1,11,9.8,6,2022,68,3,1.0
28.4,0.0,2,11,10.2,8,2022,71,3,2.0
28.6,0.0,3,12,9.0,4,2022,70,3,-4.0
28.5,0.0,4,12,9.0,5,2022,69,3,1.0
28.4,0.0,5,12,8.2,7,2022,69,3,2.0
28.2,0.0,6,12,8.2,6,2022,71,3,-1.0
27.6,0.0,0,12,8.4,2,2022,68,3,-4.0
27.3,0.0,1,12,10.6,6,2022,68,3,4.0
26.1,0.0,2,12,9.4,10,2022,62,3,4.0
26.2,0.0,3,12,10.3,6,2022,62,3,-4.0
26.5,0.0,4,12,8.3,12,2022,65,3,6.0
23.1,0.0,5,12,8.0,4,2022,65,3,-8.0
27.9,0.0,6,12,7.5,5,2022,67,3,1.0
29.8,0.0,0,12,9.0,15,2022,69,3,10.0
30.5,0.0,1,12,8.9,12,2022,61,3,-3.0
30.5,0.0,2,12,9.0,20,2022,58,3,8.0
29.2,0.0,3,12,8.4,10,2022,56,3,-10.0
28.1,0.0,4,12,8.6,20,2022,60,3,10.0
27.1,0.0,5,12,9.7,6,2022,53,3,-14.0
26.6,0.0,6,12,10.5,3,2022,57,3,-3.0
26.3,0.0,0,12,8.9,4,2022,58,3,1.0
26.8,0.0,1,12,9.3,5,2022,56,3,1.0
26.9,0.0,2,12,10.2,11,2022,62,3,6.0
27.0,0.0,3,12,9.8,6,2022,62,3,-5.0
28.6,0.0,4,12,11.3,8,2022,57,3,2.0
29.2,0.0,5,12,11.8,9,2022,55,3,1.0
28.7,0.0,6,12,11.4,8,2022,57,3,-1.0
29.0,0.0,0,12,10.4,18,2022,54,3,10.0
30.0,0.0,1,12,12.7,14,2022,56,3,-4.0
28.3,0.0,2,12,12.3,3,2022,61,3,-11.0
26.0,0.0,3,12,9.7,16,2022,46,3,13.0
26.9,0.0,4,12,10.4,5,2022,54,3,-11.0
28.3,0.0,5,12,13.2,3,2022,49,3,-2.0
27.6,0.0,6,1,12.4,2,2023,56,3,-1.0
27.4,0.0,0,1,10.4,6,2023,64,3,4.0
26.4,0.4,1,1,9.6,10,2023,73,1,4.0
27.5,0.0,2,1,9.1,19,2023,65,3,9.0
27.3,0.0,3,1,13.3,8,2023,60,3,-11.0
25.0,0.0,4,1,13.3,11,2023,56,3,3.0
24.7,0.0,5,1,11.0,3,2023,47,3,-8.0
25.7,0.0,6,1,10.9,7,2023,52,3,4.0
26.5,0.0,0,1,11.4,6,2023,57,3,-1.0
27.3,0.0,1,1,9.7,9,2023,57,3,3.0
27.8,0.0,2,1,10.5,4,2023,49,3,-5.0
28.5,0.0,3,1,10.4,13,2023,54,3,9.0
29.3,0.0,4,1,9.0,9,2023,56,3,-4.0
29.3,0.0,5,1,11.0,24,2023,54,3,15.0
27.7,0.0,6,1,12.5,4,2023,59,3,-20.0
27.4,0.0,0,1,10.4,16,2023,57,3,12.0
28.7,0.0,1,1,9.2,7,2023,62,3,-9.0
28.6,0.0,2,1,11.2,3,2023,68,3,-4.0
28.0,0.0,3,1,12.0,5,2023,71,3,2.0
29.0,0.0,4,1,9.5,16,2023,65,3,11.0
29.0,0.0,5,1,10.3,3,2023,61,3,-13.0
30.0,0.0,6,1,9.5,9,2023,59,3,6.0
29.8,0.0,0,1,11.2,6,2023,47,3,-3.0
30.5,0.0,1,1,9.4,7,2023,46,3,1.0
30.5,0.0,2,1,11.1,4,2023,46,3,-3.0
30.7,0.0,3,1,10.0,6,2023,46,3,2.0
30.9,0.0,4,1,9.9,4,2023,48,3,-2.0
31.0,0.0,5,1,9.8,2,2023,57,3,-2.0
31.4,0.0,6,1,9.5,9,2023,56,3,7.0
31.0,0.0,0,1,10.0,5,2023,58,3,-4.0
31.2,0.0,1,1,10.5,6,2023,51,3,1.0
30.0,0.0,2,2,11.3,9,2023,46,3,3.0
27.7,0.0,3,2,12.0,8,2023,30,3,-1.0
29.1,0.0,4,2,10.9,6,2023,40,3,-2.0
29.1,0.0,5,2,10.6,3,2023,38,3,-3.0
29.6,0.0,6,2,11.2,3,2023,42,3,0.0
30.3,0.0,0,2,11.0,11,2023,43,3,8.0
31.5,0.0,1,2,10.9,9,2023,41,3,-2.0
31.0,0.0,2,2,15.8,23,2023,40,3,14.0
30.3,0.0,3,2,10.5,9,2023,38,3,-14.0
31.6,0.0,4,2,10.4,17,2023,44,3,8.0
34.2,0.0,5,2,15.5,11,2023,35,3,-6.0
31.6,0.0,6,2,12.0,3,2023,43,3,-8.0
29.2,0.0,0,2,16.6,26,2023,40,3,23.0
29.2,0.0,1,2,12.0,11,2023,36,3,-15.0
31.5,0.0,2,2,16.5,16,2023,39,3,5.0
29.4,0.0,3,2,12.0,17,2023,43,3,1.0
31.3,0.0,4,2,10.5,6,2023,48,3,-11.0
31.7,0.0,5,2,10.2,7,2023,60,3,1.0
32.5,0.0,6,2,8.9,20,2023,55,3,13.0
33.0,0.0,0,2,14.7,11,2023,45,3,-9.0
34.5,0.0,1,2,9.7,4,2023,40,3,-7.0
35.7,0.0,2,2,10.4,8,2023,33,3,4.0
34.4,0.0,3,2,12.3,11,2023,36,3,3.0
34.4,0.0,4,2,12.2,6,2023,39,3,-5.0
34.3,0.0,5,2,12.0,8,2023,35,3,2.0
34.3,0.0,6,2,11.5,18,2023,37,3,10.0
34.2,0.0,0,2,10.2,15,2023,40,3,-3.0
34.8,0.0,1,2,11.4,6,2023,37,3,-9.0
35.1,0.0,2,3,11.0,23,2023,33,3,17.0
35.5,0.0,3,3,13.5,17,2023,34,3,-6.0
35.8,0.0,4,3,12.8,27,2023,33,3,10.0
35.8,0.0,5,3,9.9,4,2023,31,3,-23.0
35.8,0.0,6,3,12.1,7,2023,32,3,3.0
35.0,0.0,0,3,14.1,29,2023,34,3,22.0
35.5,0.0,1,3,9.0,10,2023,38,3,-19.0
34.3,0.0,2,3,11.7,5,2023,39,3,-5.0
34.5,0.0,3,3,14.8,3,2023,41,3,-2.0
35.4,0.0,4,3,17.6,14,2023,40,3,11.0
35.1,0.0,5,3,12.0,27,2023,42,3,13.0
35.5,0.0,6,3,9.6,15,2023,34,3,-12.0
35.9,0.0,0,3,9.7,13,2023,34,3,-2.0
36.0,0.0,1,3,20.5,12,2023,32,3,-1.0
35.5,0.0,2,3,14.8,23,2023,34,3,11.0
35.4,0.0,3,3,17.4,7,2023,46,3,-16.0
30.8,2.0,4,3,8.0,19,2023,61,1,12.0
31.9,0.6,5,3,12.1,27,2023,65,1,8.0
28.1,4.6,6,3,13.5,26,2023,76,2,-1.0
29.8,0.5,0,3,13.8,16,2023,68,1,-10.0
30.2,4.0,1,3,15.9,19,2023,70,2,3.0
31.1,1.9,2,3,15.4,15,2023,74,1,-4.0
31.5,0.0,3,3,12.6,12,2023,62,3,-3.0
33.8,0.0,4,3,9.7,8,2023,53,3,-4.0
35.4,0.0,5,3,11.3,8,2023,53,3,0.0
34.3,0.4,6,3,16.7,8,2023,53,1,0.0
35.0,0.2,0,3,13.7,21,2023,56,1,13.0
36.3,0.0,1,3,13.0,28,2023,47,3,7.0
36.9,0.0,2,3,15.5,6,2023,49,3,-22.0
37.8,0.0,3,3,26.7,23,2023,51,3,17.0
32.3,6.1,4,3,17.4,21,2023,64,2,-2.0
30.5,15.7,5,4,22.7,17,2023,71,0,-4.0
32.8,0.5,6,4,16.5,21,2023,57,1,4.0
35.0,0.0,0,4,13.4,15,2023,45,3,-6.0
36.7,0.0,1,4,17.8,18,2023,46,3,3.0
35.5,0.0,2,4,15.0,13,2023,51,3,-5.0
36.8,0.0,3,4,12.8,29,2023,41,3,16.0
37.0,0.0,4,4,10.7,16,2023,42,3,-13.0
37.5,0.0,5,4,22.2,25,2023,44,3,9.0
36.4,0.0,6,4,14.2,20,2023,42,3,-5.0
37.4,0.0,0,4,15.5,10,2023,41,3,-10.0
39.2,0.0,1,4,11.8,7,2023,36,3,-3.0
39.9,0.0,2,4,10.5,16,2023,28,3,9.0
41.4,0.0,3,4,13.8,19,2023,28,3,3.0
41.0,0.0,4,4,13.5,10,2023,28,3,-9.0
41.6,0.0,5,4,13.4,7,2023,31,3,-3.0
41.7,0.0,6,4,15.7,15,2023,32,3,8.0
41.2,0.0,0,4,14.0,19,2023,28,3,4.0
41.7,0.0,1,4,10.6,15,2023,24,3,-4.0
42.5,0.0,2,4,16.9,5,2023,25,3,-10.0
41.5,0.0,3,4,29.0,26,2023,31,3,21.0
32.4,0.0,4,4,25.6,21,2023,47,3,-5.0
38.0,0.4,5,4,20.5,23,2023,45,1,2.0
33.0,0.1,6,4,9.5,14,2023,60,1,-9.0
35.5,0.0,0,4,14.2,20,2023,53,3,6.0
32.0,2.5,1,4,16.1,16,2023,60,1,-4.0
35.6,0.0,2,4,10.4,16,2023,55,3,0.0
36.5,0.2,3,4,14.5,29,2023,47,1,13.0
36.9,0.1,4,4,15.6,27,2023,45,1,-2.0
34.4,0.0,5,4,12.6,22,2023,52,3,-5.0
31.9,0.8,6,4,14.4,14,2023,59,1,-8.0
30.4,3.5,0,5,11.6,14,2023,70,2,0.0
32.1,2.5,1,5,11.9,12,2023,68,1,-2.0
33.4,6.1,2,5,12.5,7,2023,70,2,-5.0
35.0,0.0,3,5,10.8,7,2023,64,3,0.0
36.4,0.0,4,5,17.0,9,2023,56,3,2.0
37.5,0.0,5,5,14.8,12,2023,50,3,3.0
39.3,0.0,6,5,12.1,12,2023,42,3,0.0
40.0,0.0,0,5,13.8,23,2023,38,3,11.0
40.0,0.0,1,5,18.1,20,2023,44,3,-3.0
40.5,0.0,2,5,13.2,26,2023,43,3,6.0
42.3,0.0,3,5,14.8,37,2023,34,3,11.0
40.9,0.0,4,5,17.8,24,2023,38,3,-13.0
40.9,0.0,5,5,13.8,25,2023,40,3,1.0
43.9,0.0,6,5,23.6,15,2023,34,3,-10.0
42.6,0.0,0,5,18.1,15,2023,27,3,0.0
42.5,0.0,1,5,25.8,21,2023,41,3,6.0
41.9,0.0,2,5,15.5,30,2023,34,3,9.0
42.5,0.0,3,5,16.9,26,2023,32,3,-4.0
41.5,0.0,4,5,20.0,38,2023,34,3,12.0
41.0,0.0,5,5,18.1,13,2023,37,3,-25.0
40.3,0.7,6,5,18.4,18,2023,39,1,5.0
41.9,0.1,0,5,19.0,36,2023,37,1,18.0
41.9,0.0,1,5,23.1,17,2023,33,3,-19.0
41.9,0.0,2,5,22.5,24,2023,32,3,7.0
41.4,0.3,3,5,21.1,22,2023,38,1,-2.0
40.0,0.7,4,5,17.4,10,2023,40,1,-12.0
39.2,0.0,5,5,29.8,27,2023,44,3,17.0
39.5,0.0,6,5,14.0,14,2023,39,3,-13.0
39.6,0.0,0,5,15.2,38,2023,45,3,24.0
40.4,0.0,1,5,22.3,29,2023,45,3,-9.0
40.4,0.1,2,5,17.3,15,2023,48,1,-14.0
41.7,0.0,3,6,14.4,27,2023,40,3,12.0
41.5,0.0,4,6,14.3,28,2023,33,3,1.0
40.4,0.5,5,6,13.4,24,2023,39,1,-4.0
40.7,0.0,6,6,15.8,27,2023,51,3,3.0
40.0,0.0,0,6,9.0,15,2023,45,3,-12.0
41.2,0.0,1,6,16.5,21,2023,39,3,6.0
40.9,0.0,2,6,14.7,21,2023,39,3,0.0
42.2,0.0,3,6,16.5,28,2023,35,3,7.0
43.0,0.0,4,6,20.9,45,2023,31,3,17.0
42.2,0.0,5,6,18.2,40,2023,39,3,-5.0
42.8,0.0,6,6,20.9,19,2023,37,3,-21.0
42.6,0.0,0,6,16.8,44,2023,33,3,25.0
41.8,0.1,1,6,21.1,40,2023,38,1,-4.0
40.2,0.1,2,6,21.8,50,2023,44,1,10.0
41.6,0.4,3,6,21.8,52,2023,42,1,2.0
42.8,0.0,4,6,16.7,8,2023,35,3,-44.0
43.0,0.0,5,6,16.1,27,2023,33,3,19.0
42.8,0.0,6,6,12.1,39,2023,35,3,12.0
42.3,0.0,0,6,19.8,44,2023,41,3,5.0
42.2,0.1,1,6,19.7,40,2023,50,1,-4.0
39.5,8.9,2,6,18.9,34,2023,59,0,-6.0
36.5,29.9,3,6,11.7,24,2023,76,0,-10.0
31.5,22.1,4,6,12.6,32,2023,84,0,8.0
29.8,19.5,5,6,12.4,67,2023,88,0,35.0
27.6,54.5,6,6,13.4,51,2023,93,4,-16.0
28.4,70.5,0,6,17.9,46,2023,91,4,-5.0
28.3,12.6,1,6,23.2,21,2023,88,0,-25.0
30.1,69.9,2,6,19.5,16,2023,90,4,-5.0
31.6,7.1,3,6,13.7,16,2023,83,2,0.0
32.2,0.3,4,6,15.0,20,2023,79,1,4.0
33.7,3.6,5,7,14.0,26,2023,76,2,6.0
34.6,0.3,6,7,9.5,20,2023,74,1,-6.0
34.3,0.5,0,7,14.0,31,2023,72,1,11.0
33.5,8.5,1,7,13.0,23,2023,76,0,-8.0
34.6,0.4,2,7,12.4,29,2023,72,1,6.0
30.7,22.2,3,7,13.4,32,2023,89,0,3.0
31.2,18.2,4,7,14.4,26,2023,86,0,-6.0
31.7,12.6,5,7,12.1,12,2023,84,0,-14.0
31.1,19.9,6,7,16.5,14,2023,86,0,2.0
32.5,10.3,0,7,13.5,12,2023,80,0,-2.0
32.8,21.7,1,7,15.9,18,2023,87,0,6.0
33.1,10.0,2,7,12.9,27,2023,81,0,9.0
32.6,5.4,3,7,12.6,37,2023,82,2,10.0
30.7,10.4,4,7,11.6,33,2023,84,0,-4.0
30.5,27.7,5,7,11.9,19,2023,88,0,-14.0
30.8,24.7,6,7,14.3,21,2023,90,0,2.0
31.6,19.7,0,7,9.2,22,2023,90,0,1.0
