SLNO,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
312,18-04-2023,41.7,26.1,34.1,0,10.6,3,0,0,15
313,19-04-2023,42.5,25.7,34.8,0,16.9,3,0,0,5
314,20-04-2023,41.5,26,33.3,0,29,3,0,0,26
315,21-04-2023,32.4,24.9,28.3,0,25.6,3,0,0,21
316,22-04-2023,38,24.3,29.7,0.4,20.5,51,0,0,23
317,23-04-2023,33,22.3,27.6,0.1,9.5,51,0,0,14
318,24-04-2023,35.5,22.4,29,0,14.2,3,0,0,20
319,25-04-2023,32,23.7,28.2,2.5,16.1,61,0,0,16
320,26-04-2023,35.6,24.1,29.7,0,10.4,3,0,0,16
321,27-04-2023,36.5,24.4,30.1,0.2,14.5,51,0,0,29
322,28-04-2023,36.9,25.4,30.7,0.1,15.6,51,0,0,27
323,29-04-2023,34.4,24.7,28.9,0,12.6,3,0,0,22
324,30-04-2023,31.9,24.3,28,0.8,14.4,51,0,0,14
325,01-05-2023,30.4,23,25.9,3.5,11.6,61,0,0,14
326,02-05-2023,32.1,21.6,26.8,2.5,11.9,61,0,0,12
327,03-05-2023,33.4,22.9,27.2,6.1,12.5,63,0,0,7
328,04-05-2023,35,22.6,29,0,10.8,3,0,0,7
329,05-05-2023,36.4,24.2,30.5,0,17,3,0,0,9
330,06-05-2023,37.5,25,31.6,0,14.8,3,0,0,12
331,07-05-2023,39.3,25,32.5,0,12.1,2,0,0,12
332,08-05-2023,40,27,33.3,0,13.8,3,0,0,23
333,09-05-2023,40,27.9,33.6,0,18.1,3,0,0,20
334,10-05-2023,40.5,26.7,33.8,0,13.2,3,0,0,26
335,11-05-2023,42.3,26.2,33.5,0,14.8,3,0,0,37
336,12-05-2023,40.9,24.8,32.9,0,17.8,3,0,0,24
337,13-05-2023,40.9,25.5,32.9,0,13.8,3,0,0,25
338,14-05-2023,43.9,25.2,34.3,0,23.6,3,0,0,15
339,15-05-2023,42.6,24.9,35,0,18.1,3,0,0,15
340,16-05-2023,42.5,26.9,35,0,25.8,2,0,0,21
341,17-05-2023,41.9,28.6,35.4,0,15.5,1,0,0,30
342,18-05-2023,42.5,29.6,35.5,0,16.9,2,0,0,26
343,19-05-2023,41.5,28.6,35.1,0,20,2,0,0,38
344,20-05-2023,41,28.4,34.4,0,18.1,3,0,0,13
345,21-05-2023,40.3,27.8,34.2,0.7,18.4,53,0,0,18
346,22-05-2023,41.9,27.2,34.4,0.1,19,51,0,0,36
347,23-05-2023,41.9,28.1,35.1,0,23.1,3,0,0,17
348,24-05-2023,41.9,28.1,35.5,0,22.5,3,0,0,24
349,25-05-2023,41.4,28.7,34.9,0.3,21.1,51,0,0,22
350,26-05-2023,40,27.1,33.5,0.7,17.4,53,0,0,10
351,27-05-2023,39.2,26.3,33.2,0,29.8,3,0,0,27
352,28-05-2023,39.5,25,32.9,0,14,1,0,0,14
353,29-05-2023,39.6,26.8,33.6,0,15.2,3,0,0,38
354,30-05-2023,40.4,28.8,34.5,0,22.3,3,0,0,29
355,31-05-2023,40.4,28.6,34,0.1,17.3,51,0,0,15
356,01-06-2023,41.7,28.2,35.1,0,14.4,3,0,0,27
357,02-06-2023,41.5,27.6,35.3,0,14.3,2,0,0,28
358,03-06-2023,40.4,29.2,34.9,0.5,13.4,51,0,0,24
359,04-06-2023,40.7,28,32.9,0,15.8,3,0,0,27
360,05-06-2023,40,25.7,33.5,0,9,3,0,0,15
361,06-06-2023,41.2,28.1,34.7,0,16.5,3,0,0,21
362,07-06-2023,40.9,27.5,35,0,14.7,3,0,0,21
363,08-06-2023,42.2,28,35.7,0,16.5,3,0,0,28
364,09-06-2023,43,27.6,35.8,0,20.9,3,0,0,45
365,10-06-2023,42.2,28.7,35.3,0,18.2,3,0,0,40
366,11-06-2023,42.8,28.8,36.4,0,20.9,3,0,0,19
367,12-06-2023,42.6,29.6,36.7,0,16.8,3,0,0,44
368,13-06-2023,41.8,30.5,36.2,0.1,21.1,51,0,0,40
369,14-06-2023,40.2,30.9,34.9,0.1,21.8,51,0,0,50
370,15-06-2023,41.6,30.1,35.8,0.4,21.8,51,0,0,52
371,16-06-2023,42.8,31.1,37.1,0,16.7,3,0,0,8
372,17-06-2023,43,30.6,37.6,0,16.1,3,0,0,27
373,18-06-2023,42.8,31.3,37.7,0,12.1,3,0,0,39
374,19-06-2023,42.3,30.9,36.1,0,19.8,3,0,0,44
375,20-06-2023,42.2,28.6,34.4,0.1,19.7,51,0,0,40
376,21-06-2023,39.5,28.2,32.7,8.9,18.9,63,0,0,34
377,22-06-2023,36.5,26.2,30.2,29.9,11.7,65,0,0,24
378,23-06-2023,31.5,25.7,28.1,22.1,12.6,65,0,0,32
379,24-06-2023,29.8,25.9,27.4,19.5,12.4,65,0,0,67
380,25-06-2023,27.6,24.8,26.2,54.5,13.4,63,1,0,51
381,26-06-2023,28.4,24.2,26.2,70.5,17.9,65,1,0,46
382,27-06-2023,28.3,25,26.2,12.6,23.2,61,0,0,21
383,28-06-2023,30.1,23.8,26.1,69.9,19.5,65,1,0,16
384,29-06-2023,31.6,24.1,28,7.1,13.7,63,0,0,16
385,30-06-2023,32.2,26.4,29.2,0.3,15,51,0,0,20
386,01-07-2023,33.7,25.7,29.9,3.6,14,61,0,0,26
387,02-07-2023,34.6,27.1,30.5,0.3,9.5,51,0,0,20
388,03-07-2023,34.3,27.3,30.8,0.5,14,53,0,0,31
389,04-07-2023,33.5,27.2,30.3,8.5,13,63,0,0,23
390,05-07-2023,34.6,26.7,30.5,0.4,12.4,51,0,0,29
391,06-07-2023,30.7,25.8,27.4,22.2,13.4,63,0,0,32
392,07-07-2023,31.2,24.9,27.5,18.2,14.4,65,0,0,26
393,08-07-2023,31.7,25.3,27.7,12.6,12.1,63,0,0,12
394,09-07-2023,31.1,25,27.6,19.9,16.5,65,0,0,14
395,10-07-2023,32.5,25.5,29,10.3,13.5,65,0,0,12
396,11-07-2023,32.8,24.8,28,21.7,15.9,63,0,0,18
397,12-07-2023,33.1,24.7,28.5,10,12.9,63,0,0,27
398,13-07-2023,32.6,25.6,28.5,5.4,12.6,63,0,0,37
399,14-07-2023,30.7,26.2,28.1,10.4,11.6,63,0,0,33
400,15-07-2023,30.5,25.4,27.4,27.7,11.9,63,0,0,19
401,16-07-2023,30.8,24,26.8,24.7,14.3,65,0,0,21
402,17-07-2023,31.6,24.8,26.8,19.7,9.2,63,0,0,22
403,18-07-2023,32.5,25.5,28.1,5.3,12.6,61,0,0,21
404,19-07-2023,31.5,25.5,28,5.6,11.3,61,0,0,41
405,20-07-2023,32,25.6,28.2,18.4,10,65,0,0,18
406,21-07-2023,32.3,25.6,28.1,7.3,17,63,0,0,19
407,22-07-2023,32.3,25.7,28.3,4.3,14.7,61,0,0,39
408,23-07-2023,32.5,24.9,28,10.8,13.5,63,0,0,16
409,24-07-2023,33.2,25.1,28.6,2.1,12,53,0,0,18
410,25-07-2023,33.3,24.7,28.8,1.3,12.7,53,0,0,30
411,26-07-2023,32.2,26.1,28.8,10.4,17.1,63,0,0,17
412,27-07-2023,33,26.3,29.1,4,15.9,53,0,0,11
413,28-07-2023,31.7,25.5,28.1,4.6,9.4,61,0,0,26
414,29-07-2023,32,24.6,27.6,43.3,13.2,65,0,0,50
415,30-07-2023,30.9,25.2,27.6,22.7,13,63,0,0,77
416,31-07-2023,33.2,25.4,28.4,20.6,11.8,63,0,0,19
417,01-08-2023,29.2,25.6,26.9,59.6,14.8,65,1,0,38
418,02-08-2023,26.8,25.2,25.9,74.9,27.4,65,1,0,77
419,03-08-2023,29.3,25,26.9,12.9,33.2,63,0,0,69
420,04-08-2023,29.2,24.8,26.5,6.2,18.7,63,0,0,31
421,05-08-2023,31.6,25.2,27.6,8.3,20.5,61,0,0,23
422,06-08-2023,30,25.4,27.6,6.4,19.3,63,0,0,24
423,07-08-2023,30.9,25.8,27.6,7.7,17.3,63,0,0,27
424,08-08-2023,32.5,25.3,28.1,1.1,17.1,53,0,0,23
425,09-08-2023,31.8,25.4,28.2,1.1,15.6,51,0,0,17
426,10-08-2023,32.3,25.3,28.4,0.7,14.7,51,0,0,14
427,11-08-2023,32.2,25.3,28,2.9,12.7,61,0,0,35
428,12-08-2023,31.7,25.1,27.5,5.2,12.8,63,0,0,32
429,13-08-2023,31.8,25.8,27.9,4.3,8,61,0,0,19
430,14-08-2023,30.9,25.4,27.4,5.3,9,61,0,0,31
431,15-08-2023,31.6,25.1,27.4,14.6,12.6,65,0,0,31
432,16-08-2023,31.7,24,27.4,13.5,11.1,63,0,0,16
433,17-08-2023,30.1,25.1,26.8,25.6,9.8,63,0,0,17
434,18-08-2023,30.5,24.8,26.7,18.8,10.8,63,0,0,28
435,19-08-2023,32.3,24.7,27.8,1.2,12.6,53,0,0,39
436,20-08-2023,32.6,25.1,28.2,6.3,10.7,63,0,0,9
437,21-08-2023,32.1,25.1,28.1,3.4,8,61,0,0,23
438,22-08-2023,32.8,25.5,28.6,7.5,9.6,63,0,0,21
439,23-08-2023,30.9,25,27.5,14.2,13.4,63,0,0,34
440,24-08-2023,29,24.7,26.3,32.8,13,63,0,0,23
441,25-08-2023,31.1,24.9,27.4,7.1,15.3,61,0,0,13
442,26-08-2023,32.2,25.3,28.4,0.6,13.8,51,0,0,29
443,27-08-2023,32.4,25.3,28.7,0.3,13.4,51,0,0,10
444,28-08-2023,32.1,24.9,28.3,0.2,13.1,51,0,0,21
445,29-08-2023,32.6,24.4,28.6,0,10.9,3,0,0,21
446,30-08-2023,33.2,24.5,28.4,0.2,7.5,51,0,0,15
447,31-08-2023,32.2,24.5,28.8,9.4,6.5,63,0,0,14
448,01-09-2023,33.3,25.4,29.1,1.1,9.6,51,0,0,16
449,02-09-2023,33.2,26,28.7,4.4,10.1,61,0,0,24
450,03-09-2023,30,25.1,26.6,38.3,12.5,65,0,0,30
451,04-09-2023,30.8,25,26.5,23.9,7.4,63,0,0,37
452,05-09-2023,30.7,24.6,26.7,21.8,12.9,65,0,0,18
453,06-09-2023,30.8,24.4,27,26.8,15,65,0,0,38
454,07-09-2023,30.7,24.8,26.9,9.2,8.7,63,0,0,9
455,08-09-2023,29.5,24.7,26.8,20.4,14,63,0,0,7
456,09-09-2023,32,25,28.4,0.7,11.4,51,0,0,26
457,10-09-2023,32.4,24.8,28.5,3.2,9.7,61,0,0,10
458,11-09-2023,31.3,24.9,27.7,18.1,14.5,65,0,0,17
459,12-09-2023,30.5,25.3,27,8.1,10,63,0,0,38
460,13-09-2023,29.9,24.5,26.5,15,11.6,63,0,0,38
461,14-09-2023,30.4,24.7,26.3,57.1,14,65,1,0,39
462,15-09-2023,31.2,24.9,27.5,2.3,14.4,53,0,0,25
463,16-09-2023,31.8,24.6,27.9,8.1,8.2,63,0,0,18
464,17-09-2023,30.6,25.1,27.4,4.6,11.4,61,0,0,11
465,18-09-2023,31,24.5,27.3,5.5,9.2,63,0,0,14
466,19-09-2023,31.2,24.1,27.1,15.4,11.2,63,0,0,27
467,20-09-2023,29.9,24.3,26,41.9,10.7,65,0,0,60
468,21-09-2023,27.2,23.8,25.1,32.6,15,63,0,0,37
469,22-09-2023,29.1,24,25.8,31.6,12.2,63,0,0,19
470,23-09-2023,28.8,23.9,26.1,19.4,15,65,0,0,11
471,24-09-2023,29.7,24.2,26.3,8,9.3,63,0,0,10
472,25-09-2023,29.9,23.8,26.3,20.5,6.9,65,0,0,21
473,26-09-2023,30.7,24.2,26.5,7,12.9,63,0,0,26
474,27-09-2023,30.8,24,26.8,16,7.7,63,0,0,22
475,28-09-2023,32.1,24.7,27.9,3,9.1,61,0,0,28
476,29-09-2023,32.1,24,27.9,13,11.2,65,0,0,47
477,30-09-2023,31,23.4,26.8,4.6,10.2,63,0,0,29
478,01-10-2023,28.8,24.7,26.2,24.5,13.1,63,0,0,19
479,02-10-2023,28.5,24.1,25.7,27,13,63,0,0,50
480,03-10-2023,28.8,24,25.7,26.9,10.7,63,0,0,25
481,04-10-2023,30.8,24.7,26.6,10.7,14,63,0,0,21
482,05-10-2023,32,24.7,28.1,0.2,12.8,51,0,0,18
483,06-10-2023,32.2,24.7,28.3,1.4,9.6,51,0,0,35
484,07-10-2023,31.8,24.2,27.8,1.4,9,53,0,0,16
485,08-10-2023,32.9,23.9,27.9,0.1,11,51,0,0,14
486,09-10-2023,33.2,22.6,27.8,0,8.6,3,0,0,16
487,10-10-2023,32.9,23.2,28,0,10.4,3,0,0,16
488,11-10-2023,33.1,23.6,28.1,0,8.3,3,0,0,7
489,12-10-2023,33.1,22,27.3,0,9.4,1,0,0,21
490,13-10-2023,32.8,23.3,27.7,0,11.7,2,0,0,30
491,14-10-2023,32.3,23.1,27.2,0,10.3,3,0,0,16
492,15-10-2023,32.6,21.1,26.6,0,9.3,1,0,0,6
493,16-10-2023,32.3,20.9,26.3,0,10,1,0,0,9
494,17-10-2023,32.4,21,26.8,0,10.7,2,0,0,23
495,18-10-2023,31.6,22.3,26.5,0,6.8,1,0,0,31
496,19-10-2023,31.8,22.2,26.6,0,7.3,3,0,0,7
497,20-10-2023,31,22.2,26.1,0.1,8.4,51,0,0,16
498,21-10-2023,31.1,20.9,25,0,10.2,0,0,0,7
499,22-10-2023,30.7,19.3,23.9,0,9.5,3,0,0,5
500,23-10-2023,30.9,19.8,24.8,0,10,3,0,0,5
501,24-10-2023,30.6,21.6,25.9,0,9.7,3,0,0,4
502,25-10-2023,30.5,20.8,25.7,0,10,3,0,0,2
503,26-10-2023,30.2,19.3,24.4,0,10.8,0,0,0,15
504,27-10-2023,30.2,17.7,23.9,0,10.3,1,0,0,7
505,28-10-2023,30.5,16.8,23.5,0,9.4,0,0,0,14
506,29-10-2023,30.9,17.5,23.8,0,8.2,3,0,0,6
507,30-10-2023,31,18.8,24.3,0,10.9,1,0,0,5
508,31-10-2023,31.1,19.8,24.6,0,10.4,1,0,0,14
509,01-11-2023,32.6,19.3,25.4,0,9.2,3,0,0,8
510,02-11-2023,31.4,21.1,25.8,5.9,8.6,63,0,0,9
511,03-11-2023,30.3,21.5,25,10.1,12.8,65,0,0,14
512,04-11-2023,28.3,21.1,24,3.8,11.8,63,0,0,13
513,05-11-2023,31,20.8,25.2,0.3,8.5,51,0,0,18
514,06-11-2023,31.5,19.5,24.6,0,10.8,3,0,0,13
515,07-11-2023,30.7,16.4,23.5,0,10.5,3,0,0,29
516,08-11-2023,30.1,15.9,22.8,0,9.9,2,0,0,19
517,09-11-2023,30.9,16.2,23.2,0,7.8,1,0,0,19
518,10-11-2023,31.2,17.7,24.3,0,9.2,3,0,0,18
519,11-11-2023,31.4,17.8,24.2,0,7.4,3,0,0,16
520,12-11-2023,31.5,18.9,24.6,0,8.4,3,0,0,4
521,13-11-2023,30.4,19.1,24.6,0,10.5,3,0,0,3
522,14-11-2023,30.1,19.4,24,0,8,3,0,0,12
523,15-11-2023,29.9,17.9,23.3,0,11,3,0,0,11
524,16-11-2023,29.6,18.9,23.9,0,12.1,3,0,0,10
525,17-11-2023,30.6,21,25,0,11.9,3,0,0,14
526,18-11-2023,30.6,20.6,25.1,0.1,11.6,51,0,0,8
527,19-11-2023,30.9,20.5,25.3,0.1,10.7,51,0,0,13
528,20-11-2023,30.3,19.7,24.2,0,9.3,3,0,0,14
529,21-11-2023,29.9,19,23.7,0,8.1,3,0,0,6
530,22-11-2023,29.9,18.3,23.1,0,8.2,0,0,0,4
531,23-11-2023,29.7,16.4,22.5,0,11.2,0,0,0,9
532,24-11-2023,29.5,17.9,23.1,0,9.3,1,0,0,12
533,25-11-2023,29.2,17.7,22.9,0,9.3,2,0,0,10
534,26-11-2023,28.7,17.2,22.3,0,9.1,1,0,0,3
535,27-11-2023,28.6,17.5,22.4,0,10.2,3,0,0,3
536,28-11-2023,29.5,17.4,22.8,0,8,3,0,0,3
537,29-11-2023,29.5,18.2,23.4,0,6.2,3,0,0,5
538,30-11-2023,30.8,18.9,24.8,0,14.1,3,0,0,6
539,01-12-2023,31.5,19.6,25,0,8,3,0,0,10
540,02-12-2023,31.9,19.7,25.1,0,11.2,3,0,0,11
541,03-12-2023,31.9,19.7,25,0,8,3,0,0,18
542,04-12-2023,29.2,20.3,24.7,0,9.8,3,0,0,13
543,05-12-2023,23.4,20.2,21.7,1.6,14,53,0,0,10
544,06-12-2023,21,19.5,20.2,31.4,13.1,63,0,0,31
545,07-12-2023,22.1,19.4,20.4,29.4,11.5,63,0,0,20
546,08-12-2023,24.1,17.7,21.2,0.5,11.2,51,0,0,15
547,09-12-2023,25.3,17.9,21.2,0.4,8.6,51,0,0,7
548,10-12-2023,25.4,15.7,20.1,0,8.7,1,0,0,6
549,11-12-2023,25.3,13.9,18.6,0,8.9,0,0,0,12
550,12-12-2023,24.7,13,18.2,0,8.1,3,0,0,14
551,13-12-2023,25.1,13.5,18.9,0,8.3,3,0,0,10
552,14-12-2023,25.5,13.2,18.4,0,10.2,3,0,0,8
553,15-12-2023,25,12.4,17.6,0,9.7,0,0,0,6
554,16-12-2023,24.9,11.4,17.5,0,9.1,2,0,0,11
555,17-12-2023,24.6,11.7,17.1,0,10.2,1,0,0,2
556,18-12-2023,24.3,12.5,17.5,0,8.8,3,0,0,14
557,19-12-2023,23.5,12.2,16.9,0,9.4,3,0,0,11
558,20-12-2023,23.6,11.9,17.1,0,9.6,3,0,0,7
559,21-12-2023,23.6,10.9,16.6,0,8.7,3,0,0,6
560,22-12-2023,24.7,11.4,17,0,9.1,3,0,0,4
561,23-12-2023,25.5,12.1,17.8,0,9.4,3,0,0,9
562,24-12-2023,25.7,13.1,18.5,0,8.6,3,0,0,9
563,25-12-2023,26.2,13.8,19.1,0,9.4,0,0,0,6
564,26-12-2023,26.1,13.1,18.7,0,8.7,0,0,0,4
565,27-12-2023,26.1,13.2,19.1,0,8.4,0,0,0,15
566,28-12-2023,26.7,13.1,19.3,0,9.4,3,0,0,5
567,29-12-2023,26.9,14.6,20,0,9.4,3,0,0,1
568,30-12-2023,26.4,14,19.6,0,9.1,3,0,0,4
569,31-12-2023,26.4,14.1,19.9,0,9.4,2,0,0,1
570,01-01-2024,26.2,14.3,19.7,0,8.3,0,0,0,5
571,02-01-2024,26.9,13.4,19.3,0,9,0,0,0,6
572,03-01-2024,27.1,14,20,0,9.8,0,0,0,8
573,04-01-2024,27.2,13.8,19.9,0,10.9,0,0,0,10
574,05-01-2024,28.3,14.4,20.8,0,13.4,2,0,0,10
575,06-01-2024,28,15.1,20.5,0,9.8,3,0,0,10
576,07-01-2024,28,15.1,20.8,0,11.3,0,0,0,5
577,08-01-2024,27.8,15.3,20.7,0,8.7,0,0,0,10
578,09-01-2024,27.9,15,20.9,0,8.4,1,0,0,2
579,10-01-2024,28.3,16,22.2,0,9.8,3,0,0,13
580,11-01-2024,28.5,17.6,22.6,0,11.3,0,0,0,9
581,12-01-2024,27.5,16.5,21.4,0,11.3,2,0,0,8
582,13-01-2024,26.5,13.6,19.2,0,9.4,0,0,0,6
583,14-01-2024,26.5,11.5,18.9,0,11.3,0,0,0,4
584,15-01-2024,26.9,14.2,19.7,0,9.8,1,0,0,5
585,16-01-2024,27.6,13.9,19.9,0,8.2,2,0,0,7
586,17-01-2024,29.1,18.6,23.2,0,12.6,3,0,0,4
587,18-01-2024,26.9,18.3,21.7,0.9,13.8,51,0,0,13
588,19-01-2024,24.4,17.1,20.3,1,8.9,53,0,0,27
589,20-01-2024,26.4,16.8,21.1,1.5,9.1,61,0,0,13
590,21-01-2024,25,16.9,20.6,0.1,7.9,51,0,0,9
591,22-01-2024,26.5,16.8,20.9,0.2,8.9,51,0,0,15
592,23-01-2024,22.7,16.7,19.7,1.6,9.5,51,0,0,14
593,24-01-2024,23.1,15.6,19,2.3,9.2,53,0,0,7
594,25-01-2024,24.7,12.9,18.5,0.4,9.7,51,0,0,5
595,26-01-2024,25,10.2,17.1,0,10.5,3,0,0,7
596,27-01-2024,25,10.7,17.2,0,9.4,3,0,0,3
597,28-01-2024,26.6,10.8,18.3,0,9.9,3,0,0,18
598,29-01-2024,27.9,12.4,19.5,0,9.7,3,0,0,15
599,30-01-2024,28.9,13.7,20.8,0,9.7,3,0,0,6
600,31-01-2024,28.9,15.8,21.8,0,12.6,3,0,0,12
601,01-02-2024,29.5,16.8,23,0,12.6,2,0,0,22
602,02-02-2024,27.1,18.2,22.1,0,9.4,3,0,0,1
603,03-02-2024,28.4,15.4,21.7,0,10.6,0,0,0,6
604,04-02-2024,29.1,13.1,20.7,0,8.9,0,0,0,10
605,05-02-2024,30.9,15.8,22.9,0,8.9,0,0,0,12
606,06-02-2024,32.7,18.7,25.1,0,17.9,1,0,0,5
607,07-02-2024,29.8,19.6,24.2,0,11.8,0,0,0,4
608,08-02-2024,27.7,17.8,22.2,0,13.8,3,0,0,10
609,09-02-2024,27.9,14.6,20.3,0,9.2,3,0,0,12
610,10-02-2024,28.9,14.8,21.4,0,9.7,0,0,0,11
611,11-02-2024,31.1,16.1,23.7,0,13,3,0,0,22
612,12-02-2024,30.6,18.5,24.3,0,11.1,3,0,0,19
613,13-02-2024,32.5,18.4,25.2,0,15.8,3,0,0,8
614,14-02-2024,32,18.6,24.8,0,14.6,3,0,0,6
615,15-02-2024,30.3,17.6,23.4,0,14.5,3,0,0,19
616,16-02-2024,32.1,17,23.9,0,11.1,1,0,0,2
617,17-02-2024,31,17.5,24.3,0,14.5,1,0,0,9
618,18-02-2024,32.4,17.8,24.9,0,11,1,0,0,12
619,19-02-2024,34.2,18.3,26,0,12.8,3,0,0,15
620,20-02-2024,34.6,20.2,26.3,0,15.3,3,0,0,16
