SLNO,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
621,21-02-2024,34.1,18,25.5,0,17.7,3,0,0,27
622,22-02-2024,33.2,19.7,26.2,0,18.8,3,0,0,3
623,23-02-2024,30.5,20.2,24.6,0,13.1,2,0,0,9
624,24-02-2024,30.1,19.4,24.4,0.4,16,51,0,0,12
625,25-02-2024,27.7,19.9,23.3,6.8,16.3,63,0,0,27
626,26-02-2024,31.5,19.9,25.1,0.3,9.9,51,0,0,21
627,27-02-2024,32.8,20,25.4,6.9,28.7,63,0,0,17
628,28-02-2024,30.1,18.8,24,0,9.8,3,0,0,11
629,29-02-2024,31.5,17.9,24.1,0,12.9,0,0,0,11
630,01-03-2024,33.3,16.1,24.6,0,10.2,0,0,0,11
631,02-03-2024,33.6,18.9,26,0,9.8,3,0,0,12
632,03-03-2024,33.8,20.1,26.8,0,16.3,3,0,0,11
633,04-03-2024,32.2,21,26.2,0,12,3,0,0,11
634,05-03-2024,33.4,20.9,26.5,0,14.6,3,0,0,10
635,06-03-2024,35.2,19.9,27.4,0,13.7,2,0,0,19
636,07-03-2024,32.8,21.9,26.6,3.6,16.1,63,0,0,4
637,08-03-2024,33.1,21.8,26.6,0,12.7,0,0,0,6
638,09-03-2024,33.6,19,26.3,0,14.9,0,0,0,14
639,10-03-2024,33.6,19.3,26.5,0,12.9,0,0,0,9
640,11-03-2024,36,21.3,28.7,0,9.9,1,0,0,20
641,12-03-2024,36.7,23.2,29.5,0,14.3,1,0,0,17
642,13-03-2024,38.2,21.9,29.6,0,15.8,3,0,0,13
643,14-03-2024,36.4,22.3,28.7,0,13.5,0,0,0,24
644,15-03-2024,37,19.9,28.5,0,13.7,3,0,0,14
645,16-03-2024,36.5,22.5,28.6,1,12,55,0,0,29
646,17-03-2024,34.2,22.9,28,0.7,13.4,53,0,0,19
647,18-03-2024,31.3,22,25.8,3,15.5,61,0,0,32
648,19-03-2024,30.5,20.6,24.1,22.5,17.4,63,0,0,44
649,20-03-2024,28.2,17.4,22.2,8.4,15.1,63,0,0,15
650,21-03-2024,30.3,16.7,22.8,0,14,3,0,0,23
651,22-03-2024,31.4,18.8,24.9,0,10,3,0,0,30
652,23-03-2024,35,19,26,0,11.2,1,0,0,19
653,24-03-2024,35.4,19.2,27.1,0,16.6,3,0,0,38
654,25-03-2024,33.9,19.6,26.5,0,18.9,3,0,0,29
655,26-03-2024,34,19.5,26.8,0,10.6,2,0,0,13
656,27-03-2024,35.8,20.6,28.3,0,9.7,1,0,0,25
657,28-03-2024,37.9,22.3,29.4,0,11.4,3,0,0,20
658,29-03-2024,38.6,22,29.8,0,15.1,2,0,0,15
659,30-03-2024,36.8,22.9,29.8,0.6,21.9,53,0,0,29
660,31-03-2024,35.8,21.1,29,0,15.7,3,0,0,33
661,01-04-2024,38.7,23.8,30.6,0,11.8,3,0,0,24
662,02-04-2024,37.7,21.7,30.2,0,11.8,0,0,0,35
663,03-04-2024,38.4,22.1,30.3,0,11.3,3,0,0,33
664,04-04-2024,40.4,23.7,32,0,13.5,3,0,0,38
665,05-04-2024,39.8,23.5,31.5,0,13.3,3,0,0,28
666,06-04-2024,39.8,24.6,31.7,0,11.3,1,0,0,27
667,07-04-2024,39.3,24.5,31,0,19.3,2,0,0,33
668,08-04-2024,27.6,20.7,23.7,10.9,13.6,63,0,0,23
669,09-04-2024,32.4,20.6,26.1,2.7,10.9,55,0,0,22
670,10-04-2024,35,21.5,27.8,0,11.6,3,0,0,47
671,11-04-2024,27,20.9,23.7,14.8,18,65,0,0,37
672,12-04-2024,28.3,19.4,24.5,1.4,14.7,61,0,0,22
673,13-04-2024,34.1,19.5,26.6,0,19.4,2,0,0,15
674,14-04-2024,35.3,23.4,28.8,0,9.5,3,0,0,27
675,15-04-2024,37.6,22.7,30.8,0,11.5,3,0,0,22
676,16-04-2024,38.1,26.1,31.5,0,10.9,0,0,0,40
677,17-04-2024,39.2,23.4,31.4,0,16.9,0,0,0,28
678,18-04-2024,40.1,23.1,31.6,0,13.9,1,0,0,26
679,19-04-2024,40.6,24.2,31.9,0,10.8,3,0,0,32
680,20-04-2024,41,22.9,33.4,0,14.4,1,0,0,45
681,21-04-2024,40.8,26.9,34.1,0,17.3,3,0,0,28
682,22-04-2024,35.7,25.7,29.9,0.7,28.5,51,0,0,24
683,23-04-2024,37.3,24.4,30.6,0,16.3,3,0,0,23
684,24-04-2024,39.6,23.7,31.6,0,12.9,3,0,0,24
685,25-04-2024,39.9,24.2,32.4,0,11.6,1,0,0,27
686,26-04-2024,40.6,24.3,33.3,0,10.4,1,0,0,48
687,27-04-2024,41.2,25.5,33.8,0,12.5,3,0,0,24
688,28-04-2024,40.3,26.2,33,0,17.1,2,0,0,27
689,29-04-2024,40.8,26.2,33.8,0,14.4,2,0,0,21
690,30-04-2024,41.9,27.6,34.7,0,17.9,1,0,0,51
691,01-05-2024,42.1,29.4,35.4,0,20.9,1,0,0,27
692,02-05-2024,41.1,25,33.3,0,12.3,0,0,0,19
693,03-05-2024,40.6,22.3,31.7,0,16.1,0,0,0,14
694,04-05-2024,40.6,22.8,31.8,0,12,3,0,0,8
695,05-05-2024,42.5,25,33.7,0,14,3,0,0,24
696,06-05-2024,39.7,28.4,34,0,20,3,0,0,31
697,07-05-2024,38.2,27.2,32.3,0,17.6,3,0,0,33
698,08-05-2024,37.6,26.6,31.5,0,16.4,3,0,0,36
699,09-05-2024,38.5,25.4,31.5,0.4,21.9,51,0,0,48
700,10-05-2024,39.6,25.9,32,0,17.8,3,0,0,24
701,11-05-2024,40.4,27,33.5,0.2,19.6,51,0,0,35
702,12-05-2024,39.1,26.3,32.7,0,14.8,3,0,0,37
703,13-05-2024,37.3,27.3,31,0,16.9,3,0,0,30
704,14-05-2024,39.6,26.9,32.7,0,18.4,3,0,0,28
705,15-05-2024,38.6,27.1,32.2,0,9.7,3,0,0,18
706,16-05-2024,38.3,27.6,33.1,0,14,3,0,0,35
707,17-05-2024,35.9,27.6,31.6,0.3,16.5,51,0,0,25
708,18-05-2024,33.1,26.6,29.8,1.7,16.3,53,0,0,14
709,19-05-2024,37,26.1,31.8,0.1,12.9,51,0,0,19
710,20-05-2024,40,26.8,33.6,0,20.1,1,0,0,66
711,21-05-2024,40,27.7,33.4,0,21.3,3,0,0,47
712,22-05-2024,40.5,28.5,33.5,0,20,3,0,0,36
713,23-05-2024,40.1,27,33.6,0.1,17.5,51,0,0,41
714,24-05-2024,39.6,27.6,33.4,0,18.9,3,0,0,24
715,25-05-2024,40.3,27.7,34,0,13.7,3,0,0,51
716,26-05-2024,39.5,29.2,34.2,1.9,12.6,61,0,0,53
717,27-05-2024,41.3,28.7,35.2,0,12.8,3,0,0,69
718,28-05-2024,45.1,30.2,37.2,0,16.6,3,0,0,101
719,29-05-2024,45.2,32.7,38.2,0,26.1,3,0,0,145
720,30-05-2024,45,32,38.3,0,18.1,3,0,0,78
721,31-05-2024,44,31.5,36.8,0,18.6,3,0,0,149
722,01-06-2024,44.1,30.2,36.2,0,18.6,3,0,0,181
723,02-06-2024,40.7,30,33.4,0.9,15.3,53,0,0,94
724,03-06-2024,39.5,27.2,33,0,14.7,3,0,0,62
725,04-06-2024,37.4,28.3,33,0.4,14.9,51,0,0,34
726,05-06-2024,39.2,28.8,33.2,0,11.1,3,0,0,26
727,06-06-2024,40.6,28.6,32.1,9.1,21.8,65,0,0,39
728,07-06-2024,40.1,26.6,33.3,0.1,16.2,51,0,0,43
729,08-06-2024,39.7,28,33.3,1.7,14.1,55,0,0,56
730,09-06-2024,39.5,27.9,33.6,0,13,3,0,0,45
731,10-06-2024,40.3,29.7,34.6,0.4,13.7,51,0,0,63
732,11-06-2024,40.8,29.8,34.6,0.2,11.8,51,0,0,48
733,12-06-2024,40.8,31,35.1,0,13.5,3,0,0,46
734,13-06-2024,40.9,29.9,34.4,1.4,19.7,55,0,0,87
735,14-06-2024,40,31.7,35.1,0,17.7,3,0,0,57
736,15-06-2024,40.3,27.7,33.9,2.2,25.8,61,0,0,97
737,16-06-2024,36.7,27.5,31.4,0,12,3,0,0,28
738,17-06-2024,36.7,28.5,32.6,0.9,21.5,53,0,0,57
739,18-06-2024,38.3,28.8,32.8,0.7,16.3,53,0,0,32
740,19-06-2024,37,26.5,31.9,7.7,12.2,63,0,0,59
741,20-06-2024,34.3,26.4,29.9,11,15.6,63,0,0,43
742,21-06-2024,31.7,25.8,28.1,19.6,11.5,63,0,0,39
743,22-06-2024,33.3,24.9,28.3,10.5,9.1,63,0,0,39
744,23-06-2024,33.4,25.4,29.5,1.3,12.7,51,0,0,35
745,24-06-2024,34.6,25.4,30.2,22.4,11.5,65,0,0,41
746,25-06-2024,34.1,26.6,30.4,4.8,10.2,63,0,0,74
747,26-06-2024,33.6,27,29.8,5.2,11.6,61,0,0,51
748,27-06-2024,34.5,26,29.3,2.9,13.1,61,0,0,48
749,28-06-2024,33.6,25.5,29,11.9,11.5,63,0,0,71
750,29-06-2024,31.7,25.9,27.7,37,19.3,63,0,0,31
751,30-06-2024,29.2,25.1,26.9,26.9,16.8,63,0,0,20
752,01-07-2024,28.7,25,26.4,28,16.5,63,0,0,14
753,02-07-2024,31.5,25.1,27.5,14,21.8,63,0,0,36
754,03-07-2024,26.5,25.3,25.9,51.7,15.6,63,1,0,44
755,04-07-2024,31.5,24.7,27,26.5,16.9,63,0,0,28
756,05-07-2024,30.7,25.8,27.6,3.2,15.1,61,0,0,39
757,06-07-2024,31.7,25.8,28.2,2.3,13.4,55,0,0,33
758,07-07-2024,32.7,25.2,28.5,11.1,9.2,63,0,0,46
759,08-07-2024,31.6,25.1,28.1,1.9,15.6,53,0,0,27
760,09-07-2024,32.9,25.1,28.5,2.1,13.4,55,0,0,19
761,10-07-2024,32.2,25.8,28.9,0.6,12.7,51,0,0,25
762,11-07-2024,31.3,25.9,28.1,16.2,16.3,63,0,0,29
763,12-07-2024,29.7,25.6,27.3,3,13,55,0,0,46
764,13-07-2024,30.1,24.6,27.3,24.1,13.1,63,0,0,31
765,14-07-2024,32,25.3,28,14.3,7.8,65,0,0,28
766,15-07-2024,32.7,25.6,28.1,11.9,17.9,63,0,0,37
767,16-07-2024,33.1,26,29.1,1.6,14.2,51,0,0,35
768,17-07-2024,34.1,25.8,29.6,1.2,9.7,51,0,0,29
769,18-07-2024,33.6,26.1,29.1,10.3,12,65,0,0,38
770,19-07-2024,32.9,26.3,28.8,22.7,19.1,65,0,0,49
771,20-07-2024,32.4,26.1,28.6,9.1,18,63,0,0,39
772,21-07-2024,31.2,25.5,27.9,1.6,13.7,51,0,0,28
773,22-07-2024,29.8,25.7,27.2,4,15.3,55,0,0,34
774,23-07-2024,29.2,25.1,26.5,18.3,20,63,0,0,46
775,24-07-2024,29.7,25.1,26.6,25.3,20,65,0,0,34
776,25-07-2024,30.8,24.8,27,14.8,21.1,65,0,0,39
777,26-07-2024,30.9,25.1,27.3,22.8,15.9,65,0,0,26
778,27-07-2024,30.7,25.4,27.2,47.6,15.7,65,0,0,29
779,28-07-2024,30.4,25.1,27.1,5,12.2,61,0,0,33
780,29-07-2024,31.3,25.1,28,3,11.1,61,0,0,38
781,30-07-2024,31.2,25.6,27.6,15.6,13.5,63,0,0,48
782,31-07-2024,30.2,25,27,28,14.3,63,0,0,21
783,01-08-2024,27.6,25.4,26.1,27.5,17.2,63,0,0,28
784,02-08-2024,26.1,24.7,25.4,34.4,21,63,0,0,19
785,03-08-2024,28,24.8,25.9,15.9,22.5,61,0,0,34
786,04-08-2024,31.3,24.8,27.5,1.3,18.4,51,0,0,27
787,05-08-2024,28.7,25.1,26.8,7.8,11.9,55,0,0,55
788,06-08-2024,28.9,24.6,26.3,60.6,11.5,65,1,0,58
789,07-08-2024,27.8,24.8,25.8,21.3,12.6,63,0,0,20
790,08-08-2024,28.7,24.3,25.7,28.1,15.4,65,0,0,9
791,09-08-2024,28,24.7,26.1,19.5,13.2,63,0,0,36
792,10-08-2024,30.2,24.6,26.8,19.5,11.5,63,0,0,23
793,11-08-2024,31.5,25,27.8,0.5,14.6,51,0,0,31
794,12-08-2024,31.8,24.3,27.8,5.4,11.6,63,0,0,42
795,13-08-2024,30.9,25.1,27.8,40.5,10.8,65,0,0,18
796,14-08-2024,31,25.2,27.3,21.4,11.4,63,0,0,29
797,15-08-2024,27.6,25.1,26.1,68.9,10.5,65,1,0,19
798,16-08-2024,29,25.1,26.2,47.4,13.9,65,0,0,26
799,17-08-2024,31.1,25,26.8,17.2,9.4,65,0,0,28
800,18-08-2024,30.3,24,26.6,13.9,13.4,65,0,0,21
801,19-08-2024,30.9,24.1,27,38.4,7.9,65,0,0,36
802,20-08-2024,29.9,24.7,26.3,40.5,12.8,65,0,0,30
803,21-08-2024,29.4,24.6,26.7,19,13.1,63,0,0,36
804,22-08-2024,28.1,24.9,26.1,46.4,12.4,63,0,0,33
805,23-08-2024,28.4,24.7,26,35.6,14.3,63,0,0,30
806,24-08-2024,28.4,24.4,25.7,32.2,16.1,65,0,0,32
807,25-08-2024,27.9,24.4,25.7,8,12.5,63,0,0,41
808,26-08-2024,26.8,24.4,25.4,25.9,11.2,65,0,0,30
809,27-08-2024,30,24.3,26.5,6.9,11.4,61,0,0,31
810,28-08-2024,29.8,23.7,26.8,1.7,10.9,53,0,0,39
811,29-08-2024,30.3,24.5,26.6,7.9,8.5,61,0,0,44
812,30-08-2024,33,24,28.2,0.9,12.3,51,0,0,40
813,31-08-2024,32.2,25.4,28.8,1,16.8,51,0,0,19
814,01-09-2024,31.7,26.1,28.3,0.7,20.9,51,0,0,18
815,02-09-2024,30.5,25.5,27.8,3.5,16.6,63,0,0,46
816,03-09-2024,32,24.3,28.1,1.7,12.2,55,0,0,30
817,04-09-2024,32.8,24.5,28.6,0.4,10.4,51,0,0,25
818,05-09-2024,31.3,24.7,27.2,17.2,12.4,65,0,0,25
819,06-09-2024,30.7,24.1,27.4,11.6,11.3,63,0,0,73
820,07-09-2024,31.4,25.1,27.5,13.6,9.1,63,0,0,129
821,08-09-2024,32,24.6,27.4,35.1,16.2,65,0,0,92
822,09-09-2024,31.3,25.2,27.3,45.2,19.2,65,0,0,53
823,10-09-2024,32.5,25.7,28.1,2.3,17.7,51,0,0,36
824,11-09-2024,31.7,25.2,28.1,1.3,15.3,51,0,0,16
825,12-09-2024,30.9,25,27.8,0.6,13.4,51,0,0,33
826,13-09-2024,30.8,25.6,27.6,7.3,12.1,61,0,0,35
827,14-09-2024,29.9,24.4,26.8,10.5,15.8,63,0,0,34
828,15-09-2024,28.9,24.4,27.2,1.4,19.5,53,0,0,30
829,16-09-2024,29.1,24.8,26.2,24.5,23.5,63,0,0,21
830,17-09-2024,30,24.5,26.5,4.1,15.5,55,0,0,35
831,18-09-2024,29,23.6,26.1,3.7,11.2,55,0,0,34
832,19-09-2024,31.1,23.8,27.5,0.9,8.2,51,0,0,36
833,20-09-2024,31.7,24.2,27.9,5.1,13.7,61,0,0,32
834,21-09-2024,33.3,25,28.6,4.5,9.2,61,0,0,61
835,22-09-2024,32,24.4,27.5,11.6,6.7,63,0,0,76
836,23-09-2024,32.8,25,27.8,14.9,10.7,63,0,0,111
837,24-09-2024,30.9,24.8,27,31.9,14.1,65,0,0,59
838,25-09-2024,29,25,26.4,21.6,7.9,63,0,0,64
839,26-09-2024,30.8,25,26.9,13,14.2,63,0,0,32
840,27-09-2024,31.3,25,27.2,21.6,13.6,65,0,0,16
841,28-09-2024,32.2,24.3,28,0.3,12.8,51,0,0,37
842,29-09-2024,31.9,24.3,27.7,4.7,9.7,63,0,0,33
843,30-09-2024,32.7,24.9,28.3,2.5,13.7,61,0,0,46
844,01-10-2024,32.8,25.4,29,0.5,10.7,51,0,0,22
845,02-10-2024,32.7,25.9,28.9,1,13.9,51,0,0,26
846,03-10-2024,33.8,24.8,28.5,0.9,14.7,51,0,0,20
847,04-10-2024,33.2,24,28.7,0.1,12.5,51,0,0,33
848,05-10-2024,33,23.6,28.5,0,8.8,3,0,0,16
849,06-10-2024,32.6,24,27.9,0,11.6,3,0,0,29
850,07-10-2024,31.1,24.7,27.2,5.3,11.9,63,0,0,43
851,08-10-2024,30.8,24.2,26.7,16.4,6.1,65,0,0,31
852,09-10-2024,31.7,24,27.1,3.4,8.1,61,0,0,26
853,10-10-2024,32.3,24,27.7,0.6,11,51,0,0,17
854,11-10-2024,32.4,23.5,28,0,7.6,2,0,0,17
855,12-10-2024,32.5,24.3,28.3,0.2,6.5,51,0,0,10
856,13-10-2024,32.5,24.1,27.9,0.7,12.3,53,0,0,14
857,14-10-2024,32.8,23.9,27.3,9.2,16.2,63,0,0,18
858,15-10-2024,32.4,23.6,27.8,0.2,10.3,51,0,0,18
859,16-10-2024,32.8,24.5,28.4,0.3,8.2,51,0,0,20
860,17-10-2024,33.4,24.1,28.6,0,11.2,3,0,0,13
861,18-10-2024,33.1,24.2,28.5,0.5,7.6,51,0,0,31
862,19-10-2024,32.3,24.9,27.6,0.3,16.4,51,0,0,28
863,20-10-2024,32.2,23.6,27.7,0.1,9.2,51,0,0,20
864,21-10-2024,32.6,23.2,27.5,0,10,3,0,0,25
865,22-10-2024,32.6,22.5,26.8,0,11.6,3,0,0,29
866,23-10-2024,32.5,21.9,26.6,0,13.2,3,0,0,47
867,24-10-2024,31.6,23.7,27.1,0.2,20.3,51,0,0,26
868,25-10-2024,31.1,24.1,27.3,1.6,25.7,55,0,0,18
869,26-10-2024,27.8,24.2,25.7,3,16.9,53,0,0,41
870,27-10-2024,30.2,23.8,26.2,0.9,8.4,51,0,0,20
871,28-10-2024,31,22.5,26.1,1.7,13.2,51,0,0,22
872,29-10-2024,30.1,22.9,26.4,0,7.1,3,0,0,17
873,30-10-2024,31,23.5,26.7,0.9,6.5,53,0,0,17
874,31-10-2024,31.5,23.5,27.1,0,8.4,2,0,0,6
875,01-11-2024,33.2,21.9,26.8,0,9.1,1,0,0,21
876,02-11-2024,32.4,20,25.5,0,8.6,3,0,0,7
877,03-11-2024,31.7,21.1,25.9,0,8.1,3,0,0,26
878,04-11-2024,30.8,19.1,24.5,0,7.9,0,0,0,33
879,05-11-2024,31.1,20.2,25.3,0,9.1,2,0,0,18
880,06-11-2024,30.9,19.9,25.2,0,7.7,0,0,0,31
881,07-11-2024,30.6,20.6,25.3,0,7.2,3,0,0,19
882,08-11-2024,30.3,21.4,25.5,0.1,6.8,51,0,0,15
883,09-11-2024,30.9,20.5,25.4,0,6.6,3,0,0,37
884,10-11-2024,30.1,21.3,25.4,0.7,9.2,51,0,0,32
885,11-11-2024,30.9,20,24.8,0,8.7,3,0,0,20
886,12-11-2024,30.7,19.1,24.4,0,9.9,3,0,0,24
887,13-11-2024,30.7,18.9,24.3,0,6.9,3,0,0,13
888,14-11-2024,30.2,19,23.6,0,8.6,3,0,0,13
889,15-11-2024,29.5,17.8,22.7,0,7.6,3,0,0,30
890,16-11-2024,28.6,16.1,21.7,0,7.1,3,0,0,24
891,17-11-2024,28.7,16.1,21.6,0,6.5,2,0,0,20
892,18-11-2024,28.7,16,21.4,0,9.4,0,0,0,25
893,19-11-2024,28.2,15.8,21,0,7.6,0,0,0,13
894,20-11-2024,27.1,15.1,20.8,0,8.3,0,0,0,26
895,21-11-2024,27.5,15.1,20.7,0,5.9,0,0,0,17
896,22-11-2024,27.1,15.2,20.5,0,6,0,0,0,23
897,23-11-2024,26.7,15.3,20.3,0,6,1,0,0,4
898,24-11-2024,26.4,15.1,20,0,5.9,3,0,0,19
899,25-11-2024,26.9,14.5,19.8,0,7.5,3,0,0,31
900,26-11-2024,27.1,14.5,19.9,0,7.8,3,0,0,12
901,27-11-2024,26.9,14.5,19.5,0,10,3,0,0,22
902,28-11-2024,26.9,14.7,20.1,0,13.4,3,0,0,31
903,29-11-2024,28.5,16.6,22,0,12.6,3,0,0,32
904,30-11-2024,26.1,19.5,21.8,0.4,14.7,51,0,0,38
905,01-12-2024,25.2,18.5,21.4,7.7,9.6,63,0,0,15
906,02-12-2024,26,19.3,22,2.5,12,61,0,0,21
907,03-12-2024,27.8,20.3,23.6,0.1,8.7,51,0,0,13
908,04-12-2024,29.6,20.2,24.1,0,5.9,3,0,0,25
909,05-12-2024,29.6,19.3,23.9,0,6.4,3,0,0,18
910,06-12-2024,28.8,18.1,22.4,0,8.4,1,0,0,29
911,07-12-2024,28.5,17.2,22.4,0,8,3,0,0,27
912,08-12-2024,26.9,19.1,22.6,1.7,9.3,53,0,0,18
913,09-12-2024,26.3,20.2,22.3,2.3,12.5,55,0,0,13
914,10-12-2024,27.1,17.2,21.5,0,10.3,3,0,0,71
915,11-12-2024,25.9,14.4,19.2,0,6.8,3,0,0,41
916,12-12-2024,25.3,13,18.7,0,6.9,3,0,0,31
917,13-12-2024,25.9,13.3,18.7,0,9,3,0,0,23
918,14-12-2024,25.5,13,18.1,0,8.3,3,0,0,14
919,15-12-2024,25.1,11.7,17.4,0,7.7,0,0,0,36
920,16-12-2024,25.1,11.3,17.1,0,7.7,0,0,0,25
921,17-12-2024,25.7,11.1,17.4,0,7,3,0,0,11
922,18-12-2024,26.6,11.8,18,0,7.9,3,0,0,39
923,19-12-2024,28.1,14.5,20.7,0,9.6,3,0,0,31
924,20-12-2024,26.4,17.8,21.6,1.2,10.7,53,0,0,17
925,21-12-2024,26.8,16.8,21,0.3,12.7,51,0,0,8
