SLNO,time,temp_max_C,temp_min_C,temp_mean_C,precip_mm,wind_speed_max_m_s,weather_code,heavy_rain_flag,thunderstorm_flag,Complaint_Count
926,22-12-2024,26.7,16.1,20.4,0,7.8,3,0,0,18
927,23-12-2024,27.4,15.7,20.9,0,7.1,3,0,0,27
928,24-12-2024,25.7,16.7,20.9,0,11.2,3,0,0,25
929,25-12-2024,24.6,17.6,20.7,0.2,6.2,51,0,0,31
930,26-12-2024,28.5,17.9,22.7,0,7.5,3,0,0,25
931,27-12-2024,29.3,18.3,22.9,0,9,3,0,0,15
932,28-12-2024,28.8,16.9,22.5,0,11.6,3,0,0,11
933,29-12-2024,27.5,18.5,22.8,0.4,10.5,51,0,0,5
934,30-12-2024,27.3,17.7,22,0,11.1,0,0,0,18
935,31-12-2024,26.2,15.4,20.2,0,9.4,3,0,0,4
936,01-01-2025,24.5,13.1,18,0,8.5,3,0,0,3
937,02-01-2025,25.1,11.8,17.9,0,7.3,3,0,0,15
938,03-01-2025,24.6,11.8,17.4,0,7.4,3,0,0,29
939,04-01-2025,25.5,12.3,18.2,0,6.2,3,0,0,13
940,05-01-2025,26.4,12.9,18.9,0,5.6,1,0,0,16
941,06-01-2025,25.8,13.4,19.3,0,7.6,0,0,0,17
942,07-01-2025,26.8,13.9,19.9,0,11.6,0,0,0,6
943,08-01-2025,23.9,12.9,17.9,0,10.2,0,0,0,12
944,09-01-2025,24.6,10.5,16.8,0,8.2,0,0,0,19
945,10-01-2025,25.7,10.7,17.6,0,7,3,0,0,25
946,11-01-2025,26.5,12.7,18.8,0,8.7,3,0,0,25
947,12-01-2025,26.7,13.2,19.5,0,8,3,0,0,16
948,13-01-2025,27.2,15,20.8,0,7.8,1,0,0,26
949,14-01-2025,27.7,15.4,20.4,0,8.3,2,0,0,13
950,15-01-2025,26.5,14.6,19.7,0,10,3,0,0,21
951,16-01-2025,26.3,13.1,19.2,0,7.1,3,0,0,16
952,17-01-2025,26.3,13.6,18.8,0,10.2,0,0,0,10
953,18-01-2025,26.5,12.7,18.9,0,8.1,0,0,0,8
954,19-01-2025,26.5,12.6,18.6,0,8.2,0,0,0,21
955,20-01-2025,26.4,11.4,18.6,0,7.7,0,0,0,11
956,21-01-2025,27.3,12.3,19.1,0,6.7,2,0,0,5
957,22-01-2025,28.7,13.5,20.1,0,6.8,0,0,0,10
958,23-01-2025,29.5,14.1,20.9,0,7,2,0,0,9
959,24-01-2025,29.8,15.2,21.8,0,6.7,0,0,0,26
960,25-01-2025,29,15.8,21.7,0,9.9,1,0,0,23
961,26-01-2025,27.6,15.8,20.5,0,11.4,2,0,0,11
962,27-01-2025,27,12.2,19.2,0,9.1,1,0,0,14
963,28-01-2025,28,12.5,19.5,0,8.3,1,0,0,9
964,29-01-2025,28.5,13.9,20.6,0,8.4,3,0,0,12
965,30-01-2025,30.3,16.6,22.8,0,8.7,3,0,0,28
966,31-01-2025,31.4,18.3,24.5,0,10.3,1,0,0,44
967,01-02-2025,32.1,19,24.5,0,8,3,0,0,22
968,02-02-2025,31.4,18.7,24.6,0,6.8,3,0,0,26
969,03-02-2025,32,18.8,24.8,0,9.4,0,0,0,13
970,04-02-2025,31.8,19.4,24.9,0,8,3,0,0,40
971,05-02-2025,32.3,18.6,25,0,9.1,3,0,0,27
972,06-02-2025,31.6,19.7,25,0,10.8,0,0,0,14
973,07-02-2025,29,17.2,23,0,9.7,0,0,0,18
974,08-02-2025,28.4,16.1,21.5,0,8.2,0,0,0,24
975,09-02-2025,29,14,20.6,0,8.6,1,0,0,23
976,10-02-2025,30.7,14.3,22.1,0,7.2,0,0,0,17
977,11-02-2025,31.2,15.7,23.7,0,7.9,0,0,0,24
978,12-02-2025,32.9,17.7,24.8,0,12.7,0,0,0,19
979,13-02-2025,30.8,16.8,23.2,0,10.6,0,0,0,8
980,14-02-2025,28.5,15.1,21.2,0,8.7,0,0,0,14
981,15-02-2025,29.3,13.7,21.8,0,10,0,0,0,7
982,16-02-2025,31.9,15.2,22.8,0,10.8,0,0,0,37
983,17-02-2025,32.4,16.8,24.1,0,8.2,0,0,0,19
984,18-02-2025,31.5,16.9,23.8,0,9.1,0,0,0,41
985,19-02-2025,31.4,18.1,24.7,0,15.8,1,0,0,24
986,20-02-2025,31.1,20.4,25.3,0,13.9,2,0,0,9
987,21-02-2025,31.8,19.5,25.1,0,12.1,1,0,0,41
988,22-02-2025,31.9,19.5,25.2,0.1,12.5,51,0,0,22
989,23-02-2025,31.1,18.7,24.3,0,13.1,0,0,0,35
990,24-02-2025,30.9,17.9,23.7,0,11.7,0,0,0,23
991,25-02-2025,31,16.6,23.4,0,9.3,0,0,0,27
992,26-02-2025,31.4,17,23.6,0,10.2,0,0,0,14
993,27-02-2025,31.5,17.3,24.1,0,6.2,1,0,0,38
994,28-02-2025,33,17.9,24.9,0,10.7,3,0,0,26
995,01-03-2025,34.3,19.2,26.3,0,9.9,3,0,0,11
996,02-03-2025,34.3,18.8,26.7,0,8.9,3,0,0,8
997,03-03-2025,33.9,20.1,26.7,0,13.3,3,0,0,10
998,04-03-2025,34,18.6,26.3,0,13.5,2,0,0,15
999,05-03-2025,31.8,20.2,25.5,0,16.3,1,0,0,43
1000,06-03-2025,29.8,15.3,22.9,0,10.9,0,0,0,19
1001,07-03-2025,30.4,15.1,22.7,0,9.6,0,0,0,23
1002,08-03-2025,32.2,15,23.7,0,9.5,0,0,0,25
1003,09-03-2025,34.3,17.1,25.3,0,13.7,0,0,0,14
1004,10-03-2025,34,18.9,26.4,0,13.2,0,0,0,17
1005,11-03-2025,33.7,19,26.4,0,8.2,0,0,0,13
1006,12-03-2025,35.4,19.1,26.8,0,10.5,0,0,0,22
1007,13-03-2025,37.8,20,28.4,0,11.8,2,0,0,31
1008,14-03-2025,38.1,20.2,28.8,0,11.3,0,0,0,19
1009,15-03-2025,37.5,19.9,29,0,8.7,0,0,0,7
1010,16-03-2025,38.3,21.9,30.1,0,12.9,1,0,0,28
1011,17-03-2025,37.8,24,30.3,0,22.1,3,0,0,22
1012,18-03-2025,35.7,23.8,29.4,0,15.9,3,0,0,53
1013,19-03-2025,38.1,21.8,29.6,0,15,1,0,0,27
1014,20-03-2025,37.1,24.4,30.5,0,27.2,1,0,0,60
1015,21-03-2025,35.7,23,27.9,0,24.3,3,0,0,70
1016,22-03-2025,31.3,21,25.2,16.8,18.9,65,0,0,58
1017,23-03-2025,31.8,20.6,25.4,0.5,18.9,53,0,0,57
1018,24-03-2025,32.3,20,25.9,0,8.7,1,0,0,26
1019,25-03-2025,33.4,18.3,26.2,0,6.3,0,0,0,17
1020,26-03-2025,35.5,18.7,26.9,0,11.7,0,0,0,25
1021,27-03-2025,37,19.1,27.9,0,10.6,0,0,0,16
1022,28-03-2025,37.9,20.4,29,0,9.7,0,0,0,21
1023,29-03-2025,38.3,21.5,29.6,0,12.1,2,0,0,30
1024,30-03-2025,38.1,21.8,29.8,0,9.5,0,0,0,22
1025,31-03-2025,38.4,20.8,29.8,0,10.9,0,0,0,14
1026,01-04-2025,38.3,23.7,31,0,14.2,1,0,0,48
1027,02-04-2025,37.9,25.3,30,1.2,22.3,55,0,0,52
1028,03-04-2025,36.5,23.9,29.2,1.2,22.2,53,0,0,28
1029,04-04-2025,30,24.1,27.5,0,10,3,0,0,30
1030,05-04-2025,37.5,22.7,30.2,0,12.7,1,0,0,9
1031,06-04-2025,40.4,22.4,31.6,0,14.7,0,0,0,15
1032,07-04-2025,39.9,22.8,31.8,0,25.9,2,0,0,36
1033,08-04-2025,39.5,24.3,31.6,0,22.5,2,0,0,27
1034,09-04-2025,37.5,23.8,31.1,0,19.7,1,0,0,60
1035,10-04-2025,36.7,24.5,30.2,0,35.3,3,0,0,34
1036,11-04-2025,38.3,24,30.2,0,15.5,3,0,0,41
1037,12-04-2025,39.7,23.9,32,0,19.2,3,0,0,34
1038,13-04-2025,39,25.4,31.6,0,16.9,3,0,0,35
1039,14-04-2025,37.4,23.6,30.4,0.2,18.3,51,0,0,55
1040,15-04-2025,37.5,24.6,29,1.1,21.4,53,0,0,42
1041,16-04-2025,37.2,22.5,29.7,0,21.8,1,0,0,25
1042,17-04-2025,38.7,24.3,31.6,0,16.2,1,0,0,78
1043,18-04-2025,40,25.7,32.8,0,17.6,1,0,0,89
1044,19-04-2025,40,26.1,32.5,0,15.1,1,0,0,79
1045,20-04-2025,40.7,25.6,33.8,0,14.5,1,0,0,79
1046,21-04-2025,41.3,27.7,34.2,0,12.5,1,0,0,90
1047,22-04-2025,42.7,27,34.6,0,14.2,0,0,0,85
1048,23-04-2025,42.1,26.3,34.5,0,15.4,0,0,0,50
1049,24-04-2025,42.4,26.3,34.7,0,16.3,1,0,0,58
1050,25-04-2025,41.9,27.3,34.2,0,15.5,1,0,0,119
1051,26-04-2025,41.4,26.2,33.3,0,27.6,2,0,0,53
1052,27-04-2025,33.7,27.4,30.5,0,10.4,3,0,0,68
1053,28-04-2025,37.7,24.5,30.5,1.1,18.9,53,0,0,111
1054,29-04-2025,38.5,23.9,30.5,0,20.5,3,0,0,146
1055,30-04-2025,36.7,24,30.1,0,12.5,1,0,0,90
1056,01-05-2025,37,24.4,30.7,0,20.5,3,0,0,39
1057,02-05-2025,35.8,23.9,29.4,0,14.2,0,0,0,142
1058,03-05-2025,36.7,24.1,28.9,4.3,26.4,63,0,0,124
1059,04-05-2025,35.4,22.6,28.8,0,9.6,3,0,0,81
1060,05-05-2025,36.2,23.9,30.1,0.1,11.7,51,0,0,41
1061,06-05-2025,37.4,24.1,30.9,0,8.7,1,0,0,50
1062,07-05-2025,37.8,24.8,31.3,0,16.6,3,0,0,36
1063,08-05-2025,37.3,25.4,31.7,0,9.8,3,0,0,16
1064,09-05-2025,36.7,26,31.5,0,10.2,3,0,0,32
1065,10-05-2025,39,26.1,32.7,0,11.3,3,0,0,58
1066,11-05-2025,39.6,26.9,33.5,0,12.8,1,0,0,117
1067,12-05-2025,38.9,27.7,33.6,0.8,17.6,53,0,0,90
1068,13-05-2025,40.1,28.4,33.3,2.4,15.7,61,0,0,76
1069,14-05-2025,40.1,26.9,33,0,11.3,2,0,0,71
1070,15-05-2025,40,27.8,33.1,0,18.9,3,0,0,74
1071,16-05-2025,40,27.8,33.3,0,14.8,3,0,0,56
1072,17-05-2025,38.9,27.8,33.3,2.5,16.1,61,0,0,56
1073,18-05-2025,40,27.7,33,1.8,21.7,55,0,0,59
1074,19-05-2025,39.9,27.7,32.8,0.1,24.4,51,0,0,116
1075,20-05-2025,40.1,26.9,33.5,0,15.3,3,0,0,84
1076,21-05-2025,41.3,27.6,33.7,0.1,21.9,51,0,0,127
1077,22-05-2025,34.3,26.4,29.8,0.7,17.7,51,0,0,72
1078,23-05-2025,34.4,25.8,29.6,0.2,9.4,51,0,0,71
1079,24-05-2025,33.6,25.1,28.4,15.5,10.1,63,0,0,65
1080,25-05-2025,32.7,26,28.8,2.2,16.1,61,0,0,78
1081,26-05-2025,34.5,26.3,29.2,17.8,12,65,0,0,49
1082,27-05-2025,34.9,26.4,29.3,2.5,12.4,55,0,0,80
1083,28-05-2025,34.6,25.9,29.4,7.4,19.5,63,0,0,102
1084,29-05-2025,35.2,26,29.9,8.8,11.8,63,0,0,112
1085,30-05-2025,36.7,27,30.7,2.7,16,61,0,0,95
1086,31-05-2025,34.5,26.4,29.3,5.4,11.4,61,0,0,62
1087,01-06-2025,37.1,26.2,31.2,0,19.7,3,0,0,36
1088,02-06-2025,37.3,25.6,31.7,0,16.7,3,0,0,38
1089,03-06-2025,35.9,26.7,30.9,0.2,17,51,0,0,31
1090,04-06-2025,35.9,25.7,29.7,0.1,22.6,51,0,0,50
1091,05-06-2025,34.9,25,30,0,10,3,0,0,44
1092,06-06-2025,35.7,26.3,30.9,0.3,9.7,51,0,0,63
1093,07-06-2025,37.3,25.9,31.4,0.2,19.9,51,0,0,43
1094,08-06-2025,37.4,25.9,31.8,0,15.8,3,0,0,78
1095,09-06-2025,37.3,27.6,32.1,0.3,14.2,51,0,0,53
1096,10-06-2025,36.8,25.8,31.1,0.5,14.5,53,0,0,41
1097,11-06-2025,35.4,26.7,30.4,0.3,17.7,51,0,0,48
1098,12-06-2025,35.1,26.6,30.3,0.9,17.1,53,0,0,36
1099,13-06-2025,36,26.6,31.2,0,15.2,3,0,0,43
1100,14-06-2025,35.8,27.2,31.3,0.2,12.7,51,0,0,83
1101,15-06-2025,35.6,26.2,30.1,9,15.5,63,0,0,72
1102,16-06-2025,32.4,25.4,28,25.2,10.5,65,0,0,83
1103,17-06-2025,32.5,26,28,10.4,16.5,63,0,0,78
1104,18-06-2025,27.2,25.2,26.4,33.6,16.4,63,0,0,75
1105,19-06-2025,26.7,24.5,25.7,24.8,22.8,63,0,0,39
1106,20-06-2025,31.8,25.2,28.1,13.2,22.1,63,0,0,45
1107,21-06-2025,35.2,25.4,30.2,0.7,19.2,51,0,0,42
1108,22-06-2025,33.9,26.7,29.6,0.2,16.4,51,0,0,32
1109,23-06-2025,30,26.2,27.6,18.3,16.1,63,0,0,37
1110,24-06-2025,32.3,25.5,28,5.8,13.1,63,0,0,35
1111,25-06-2025,32.2,25,27.4,37.7,12.8,63,0,0,39
1112,26-06-2025,29.7,24.4,26.9,25.9,15.3,63,0,0,29
1113,27-06-2025,30.8,24.6,27.5,9.5,20.8,61,0,0,42
1114,28-06-2025,29.4,24.7,26.6,43.3,23.6,65,0,0,34
1115,29-06-2025,31.6,24.6,27.6,10.2,21.1,63,0,0,15
1116,30-06-2025,31.1,24.4,26.6,18.9,16.8,63,0,0,24
1117,01-07-2025,30.2,24.2,26.4,37.9,17.1,63,0,0,40
1118,02-07-2025,29.7,24.7,26.2,35.6,18.3,65,0,0,62
1119,03-07-2025,27.2,24.1,25.2,116,19.6,65,1,0,50
1120,04-07-2025,30.3,24,26.6,33.3,20.3,65,0,0,68
1121,05-07-2025,30.5,24.6,26.4,56.5,19.6,65,1,0,78
1122,06-07-2025,28.9,24.5,26.3,154.8,21.6,65,1,0,78
1123,07-07-2025,28.9,24.2,26,10.2,15.6,63,0,0,56
1124,08-07-2025,29.2,24,26.3,4.7,17.6,61,0,0,37
1125,09-07-2025,29.1,23.1,25.2,40.1,18.5,65,0,0,48
1126,10-07-2025,30.5,23.7,26.3,16.7,15.8,63,0,0,59
1127,11-07-2025,31.2,24.6,27.7,5.3,13.4,61,0,0,38
1128,12-07-2025,32.8,25.3,28.4,3.9,15.5,61,0,0,49
1129,13-07-2025,32.7,25.6,28.9,1.8,8.7,55,0,0,92
1130,14-07-2025,28.9,24.8,26.9,19.7,9.9,63,0,0,67
1131,15-07-2025,31.3,24.3,27.2,23.6,20.2,63,0,0,42
1132,16-07-2025,32.9,25,28.1,10.6,13.5,63,0,0,36
1133,17-07-2025,32.8,24.7,28,16.2,15.7,65,0,0,64
1134,18-07-2025,33.2,24.6,28.4,0.9,8.3,53,0,0,58
1135,19-07-2025,33.3,25.1,28.9,6.3,12.9,63,0,0,36
1136,20-07-2025,29.5,24.9,27.3,16.5,9.2,63,0,0,48
1137,21-07-2025,32.1,24.8,28.6,9.9,10.2,63,0,0,51
1138,22-07-2025,32.5,25.2,28.7,9.5,6.8,63,0,0,78
1139,23-07-2025,32.7,26,28.4,30.5,9.3,65,0,0,105
1140,24-07-2025,32.4,25.3,27.7,13.5,14.7,63,0,0,79
1141,25-07-2025,29.9,25.4,27.1,17.1,13.9,63,0,0,52
1142,26-07-2025,30.1,24.7,26.8,16.2,22,65,0,0,56
1143,27-07-2025,32,25.1,28.2,1.7,22.2,51,0,0,46
1144,28-07-2025,31.1,25.8,28.3,0.8,20.2,51,0,0,47
1145,29-07-2025,28.9,25,26.5,12.8,17.8,63,0,0,24
1146,30-07-2025,31.1,24.7,27.4,1.5,17.4,53,0,0,28
1147,31-07-2025,32.7,25.4,28.7,0.9,18.6,53,0,0,37
1148,01-08-2025,32.2,24.8,28.7,1.8,16,61,0,0,64
1149,02-08-2025,31.1,24.9,27.4,16.4,16.8,65,0,0,37
1150,03-08-2025,32.3,25.9,28.7,1.4,14.8,53,0,0,30
1151,04-08-2025,32.6,25.5,28.8,2.1,9,61,0,0,50
1152,05-08-2025,32.8,25.3,28.9,1.8,7.3,61,0,0,58
1153,06-08-2025,32.6,26.3,28.6,11.5,17,63,0,0,44
1154,07-08-2025,33.2,25.7,28.3,1.6,21,53,0,0,26
1155,08-08-2025,30.1,24.8,26.6,6.8,20.6,61,0,0,35
1156,09-08-2025,31.8,24,27.7,1,14.5,53,0,0,35
1157,10-08-2025,32.2,25.1,27.8,7.1,11.5,63,0,0,43
1158,11-08-2025,32.6,24.3,28.6,6.3,10,63,0,0,58
1159,12-08-2025,33.1,25,29.1,2.9,14.1,61,0,0,62
1160,13-08-2025,32.7,24.8,28.2,2.5,14,53,0,0,83
1161,14-08-2025,31.2,25.6,27.7,10.7,18.3,65,0,0,47
1162,15-08-2025,31.6,25,27.6,7.9,14.4,63,0,0,48
1163,16-08-2025,32.3,25.3,28.3,2.5,17.3,55,0,0,51
1164,17-08-2025,32.6,24.5,28.3,1.6,19.1,61,0,0,37
1165,18-08-2025,31.7,25.5,28.1,1.5,22,53,0,0,54
1166,19-08-2025,31,25.6,27.4,16.4,16,65,0,0,50
1167,20-08-2025,31.5,24.9,27.2,4.4,13.6,61,0,0,48
1168,21-08-2025,30.4,24,26.7,9.9,17.9,61,0,0,59
1169,22-08-2025,27.4,24.7,25.7,60.9,17,65,1,0,30
1170,23-08-2025,27.4,24.3,25.6,27.3,20.2,65,0,0,30
1171,24-08-2025,27.8,23.8,25.4,21.5,23,63,0,0,31
1172,25-08-2025,28.7,23.8,26,14.5,11.5,65,0,0,27
1173,26-08-2025,31.2,23.9,26.8,13.3,7.8,63,0,0,36
1174,27-08-2025,31.7,24.1,27.2,2.4,13.7,55,0,0,29
1175,28-08-2025,30.9,24.3,27.3,0.9,9.9,51,0,0,17
1176,29-08-2025,31.8,24.4,28,0.5,11,51,0,0,20
1177,30-08-2025,31.4,24.6,27.9,0.8,17.7,51,0,0,27
1178,31-08-2025,31.3,24.3,27.4,17.9,9.2,65,0,0,44
1179,01-09-2025,31.1,24.5,27.4,5.4,16.8,61,0,0,34
1180,02-09-2025,29.3,24.6,26.5,19.4,10.2,63,0,0,35
1181,03-09-2025,29.8,23.9,26.3,22.8,11.5,63,0,0,54
1182,04-09-2025,31.4,23.6,26.5,41.2,20.6,65,0,0,38
1183,05-09-2025,30.1,24.4,26.8,7.2,8.5,63,0,0,34
1184,06-09-2025,31,23.8,27.3,5.8,10.2,61,0,0,37
1185,07-09-2025,30.7,24.6,27.2,18.6,10.2,65,0,0,54
1186,08-09-2025,31.7,23.7,27.3,4.6,11.8,61,0,0,58
1187,09-09-2025,32.1,24.7,28,3.5,7,63,0,0,49
1188,10-09-2025,32,25.1,28.2,6.3,8.9,63,0,0,72
1189,11-09-2025,30.4,25.4,27.3,15.7,10.3,63,0,0,52
1190,12-09-2025,31.7,24.1,27,8.2,11.4,63,0,0,37
1191,13-09-2025,31.1,24.3,27.3,2.5,13.9,61,0,0,36
1192,14-09-2025,31.5,24.6,27.3,7,9.8,63,0,0,73
1193,15-09-2025,29.3,24.8,26.5,19.4,9.7,65,0,0,50
1194,16-09-2025,28.5,24.6,26.3,14.1,11.7,63,0,0,22
1195,17-09-2025,30.6,24.1,27,2.1,14,51,0,0,34
1196,18-09-2025,31.2,24.4,27.7,0.9,9.3,51,0,0,48
1197,19-09-2025,32.2,24.4,28,3.5,11,61,0,0,50
1198,20-09-2025,32.4,24.7,28,4.8,11.8,61,0,0,49
1199,21-09-2025,30.7,24.8,27.1,8.8,7.3,63,0,0,83
1200,22-09-2025,30.7,25.2,27.2,11,7.8,63,0,0,98
1201,23-09-2025,28.1,24,25.9,51.3,10.5,65,1,0,79
1202,24-09-2025,28.9,24,25.8,43.2,12.1,65,0,0,52
1203,25-09-2025,31.4,23.7,27.2,1.9,13.4,53,0,0,53
1204,26-09-2025,31.5,24.5,26.9,27.3,15.6,65,0,0,58
1205,27-09-2025,30.6,25.1,27,12.1,21.8,63,0,0,36
1206,28-09-2025,30.4,25.1,27.1,5.8,12.3,63,0,0,29
1207,29-09-2025,31.1,24,27.2,0.5,8.2,51,0,0,12
1208,30-09-2025,31,24.2,27.2,5,9.3,63,0,0,19
1209,01-10-2025,31.8,24.3,27.8,5.2,16.3,61,0,0,65
1210,02-10-2025,30.5,25.1,26.7,36.4,22.8,65,0,0,60
1211,03-10-2025,27.9,24.4,25.9,22.6,17.4,63,0,0,28
1212,04-10-2025,30.6,24.6,26.3,11.3,14.4,63,0,0,30
1213,05-10-2025,28.8,24.1,25.5,6.1,13.3,63,0,0,35
1214,06-10-2025,28.8,23,25.7,3,7.1,55,0,0,17
1215,07-10-2025,29.9,23.5,26,2.5,11.1,53,0,0,35
1216,08-10-2025,30.6,24.5,26.9,4.9,6.9,61,0,0,40
1217,09-10-2025,31,24.2,26.7,2.6,7.4,61,0,0,34
1218,10-10-2025,31.2,23.2,26.3,4.8,15.7,63,0,0,31
1219,11-10-2025,31.5,22.8,26.8,0,9,3,0,0,14
1220,12-10-2025,31,22.4,26.5,0,6.2,2,0,0,31
1221,13-10-2025,31,22.9,26.5,0,8.2,0,0,0,26
1222,14-10-2025,31.4,22.5,26.6,0,6.3,1,0,0,15
1223,15-10-2025,31.4,22.4,26.4,0,6.1,0,0,0,18
1224,16-10-2025,30.9,22.2,25.9,0,8.2,0,0,0,18
1225,17-10-2025,31,21.7,25.5,0,7.8,0,0,0,17
1226,18-10-2025,30.5,20.6,25.5,0,6.3,0,0,0,37
1227,19-10-2025,30.2,22.6,25.9,0.6,9.4,51,0,0,42
